real12,pred12,real3,pred3
88.163,94.46134,96.113,93.4778
86.04,94.61196,96.148,93.59557
99.361,94.73791,102.297,93.80535
96.105,94.71729,95.964,93.89405
101.867,94.93341,87.56,94.03917
96.717,95.10192,93.857,94.4278
90.505,95.220245,94.027,94.4801
91.905,95.29394,87.873,94.22979
96.275,95.088486,104.482,94.295876
85.39,94.66293,88.163,94.42596
89.691,94.38133,86.04,94.44074
90.671,93.92494,99.361,94.939926
94.785,93.69429,96.105,94.80174
104.319,93.22326,101.867,94.22148
93.401,93.13869,96.717,94.75378
94.167,93.111465,90.505,95.31884
90.076,93.60758,91.905,95.89972
83.032,94.03603,96.275,95.70993
93.808,94.12242,85.39,94.843185
74.376,94.3533,89.691,94.41525
95.054,94.76088,90.671,94.38597
116.441,95.016945,94.785,94.004684
102.732,95.158394,104.319,93.76185
87.855,94.728485,93.401,93.61834
111.814,94.24552,94.167,93.880936
74.136,94.13908,90.076,94.504776
85.084,94.31012,83.032,94.31579
94.782,94.102745,93.808,94.11934
95.879,93.80946,74.376,93.91982
101.774,93.53157,95.054,93.65792
86.334,93.59836,116.441,93.615074
63.306,93.38807,102.732,93.42781
101.912,93.16614,87.855,93.5263
97.545,91.068886,111.814,94.110146
74.892,92.09196,74.136,94.70531
42.623,92.635475,85.084,93.92693
94.278,91.578636,94.782,93.5772
97.968,92.02348,95.879,93.19323
78.32,91.00381,101.774,93.22466
62.284,93.043655,86.334,93.22529
92.242,93.41941,63.306,93.25711
92.181,91.11942,101.912,93.848236
88.525,88.38079,97.545,92.50178
88.84,88.47645,74.892,94.32364
72.837,88.10764,42.623,92.309006
71.927,87.389946,94.278,92.51866
97.538,86.97957,97.968,93.33864
140.344,85.02542,78.32,91.71061
77.244,88.59363,62.284,90.94707
81.663,90.261986,92.242,90.13762
101.85,91.64586,92.181,89.64007
84.471,93.13588,88.525,87.20639
95.327,94.257835,88.84,87.498184
108.646,95.352005,72.837,88.289154
107.768,95.61516,71.927,88.28315
99.833,96.26313,97.538,88.56951
97.757,96.94391,140.344,88.8219
93.309,97.00238,77.244,89.42337
94.007,97.41581,81.663,89.2911
100.915,96.62443,101.85,90.35952
103.301,96.81164,84.471,90.458916
94.791,96.5087,95.327,91.08249
98.628,95.84983,108.646,93.29693
89.863,95.3892,107.768,94.81848
88.852,94.09649,99.833,96.280594
87.67,93.92607,97.757,97.71567
97.864,94.08234,93.309,98.63709
95.011,93.75821,94.007,98.89026
94.818,93.53968,100.915,98.099365
90.245,93.99845,103.301,96.98799
87.668,94.67486,94.791,96.06361
89.771,95.35745,98.628,95.46428
97.984,95.289604,89.863,95.2045
94.701,94.86374,88.852,94.76442
91.888,94.814545,87.67,94.69034
81.754,95.02191,97.864,94.43203
104.351,95.32521,95.011,94.29339
99.693,95.49886,94.818,94.1098
99.239,95.64188,90.245,94.167564
94.83,95.65093,87.668,94.18335
92.207,95.4667,89.771,93.706055
94.27,95.248215,97.984,93.789024
92.08,95.24766,94.701,94.03801
97.717,95.13519,91.888,94.18264
92.039,95.123535,81.754,94.77659
91.627,94.94994,104.351,94.6295
81.171,94.92623,99.693,94.45983
104.151,94.798744,99.239,94.40043
101.876,94.99487,94.83,94.507454
91.725,94.65826,92.207,94.52831
95.867,94.72849,94.27,94.14928
92.023,94.861984,92.08,94.21322
94.617,95.133415,97.717,94.2039
97.182,95.26961,92.039,94.2735
95.314,95.19902,91.627,94.08266
95.289,95.38537,81.171,94.17232
87.74,95.150635,104.151,93.97255
96.217,94.96125,101.876,93.857056
95.669,95.37555,91.725,94.06563
99.842,95.25832,95.867,94.08249
101.743,95.15642,92.023,94.441
98.283,95.07399,94.617,94.00781
95.73,95.1915,97.182,94.34755
92.481,95.61701,95.314,94.55764
96.144,95.396996,95.289,94.92669
97.093,94.75519,87.74,95.16185
89.205,94.340004,96.217,95.35907
98.659,93.96526,95.669,95.55292
90.99,93.71512,99.842,95.09935
93.625,93.43596,101.743,95.36114
90.098,93.334885,98.283,95.55137
91.617,93.78835,95.73,95.87527
96.892,94.38101,92.481,96.02302
101.966,94.579155,96.144,95.84458
97.718,94.85899,97.093,95.317474
97.871,94.99518,89.205,94.80356
109.252,95.26906,98.659,94.74031
90.953,95.57713,90.99,94.61344
103.105,95.62265,93.625,94.36419
76.19,95.53694,90.098,94.34629
98.703,94.90631,91.617,94.16417
79.102,94.415306,96.892,94.186516
86.532,93.82303,101.966,94.19592
89.572,94.15048,97.718,94.28375
75.051,94.482506,97.871,94.634
104.863,94.62406,109.252,94.77745
109.043,94.74721,90.953,94.655945
98.0,94.571686,103.105,94.485
87.709,93.93906,76.19,94.50402
67.317,93.905495,98.703,94.0812
128.163,93.4255,79.102,94.26291
102.33,93.098785,86.532,94.226616
74.598,92.96407,89.572,94.23587
94.211,93.85364,75.051,93.84565
91.326,93.25327,104.863,94.12782
114.03,94.11475,109.043,94.16051
100.542,94.95265,98.0,93.32882
90.979,91.13176,87.709,95.5029
101.076,87.496826,67.317,92.89409
96.396,86.9421,128.163,92.53842
90.125,86.87806,102.33,92.44075
92.145,86.276955,74.598,92.36979
100.005,88.79305,94.211,87.31251
102.667,87.26377,91.326,88.70233
81.044,88.2379,114.03,89.508286
53.519,90.498886,100.542,88.36344
101.85,91.54323,90.979,89.03613
44.648,92.40607,101.076,87.690605
108.198,93.51366,96.396,87.326324
110.371,95.20237,90.125,88.05816
94.579,96.1681,92.145,87.60764
85.971,96.43371,100.005,87.344124
99.338,97.137405,102.667,87.957306
101.424,96.898506,81.044,88.777245
104.573,96.39131,53.519,89.82496
97.315,96.09296,101.85,91.52066
95.529,95.50438,44.648,93.55459
100.206,97.12004,108.198,97.08735
93.974,96.659836,110.371,96.581314
98.136,97.110695,94.579,97.684906
89.298,96.012764,85.971,98.44067
91.091,93.83182,99.338,97.974655
94.906,92.79492,101.424,96.87883
84.376,93.74279,104.573,97.19728
85.881,93.88346,97.315,96.21024
95.958,95.20767,95.529,95.85024
101.245,95.14605,100.206,94.99268
97.346,95.44178,93.974,94.49812
86.852,95.4234,98.136,94.502975
87.564,95.22702,89.298,94.731575
96.996,95.29292,91.091,94.663055
94.329,95.35051,94.906,94.6804
85.933,95.609695,84.376,94.29182
93.434,95.70059,85.881,94.222404
97.942,95.55765,95.958,94.251305
93.357,95.49356,101.245,94.33295
94.885,95.3743,97.346,94.19751
92.217,95.01382,86.852,94.47963
90.936,94.79086,87.564,94.75967
97.069,94.73503,96.996,94.44623
93.066,94.20532,94.329,94.399445
99.843,94.56009,85.933,94.38553
94.596,94.71664,93.434,94.597984
92.303,94.56969,97.942,94.51893
103.286,94.50351,93.357,94.52329
99.598,94.67865,94.885,94.33459
93.09,94.46135,92.217,94.20279
82.181,94.341675,90.936,93.88807
91.641,94.032616,97.069,93.978424
95.002,94.17823,93.066,93.86688
99.067,94.28309,99.843,93.83878
97.227,94.34957,94.596,93.75242
95.624,94.21953,92.303,93.508224
93.48,94.59966,103.286,93.69228
88.03,94.69674,99.598,93.50305
89.815,94.61778,93.09,93.37533
93.311,94.9283,82.181,93.45331
89.7,94.99066,91.641,93.560814
95.607,94.762085,95.002,93.644394
94.135,94.895386,99.067,93.588356
90.138,95.143715,97.227,93.47147
85.081,94.8829,95.624,93.49375
93.243,94.442116,93.48,93.867226
91.78,94.46243,88.03,94.53013
85.897,94.086975,89.815,94.96702
90.12,93.70969,93.311,95.13451
92.372,93.42161,89.7,94.77798
78.459,93.18414,95.607,94.671616
92.649,93.01503,94.135,94.81474
92.595,93.2743,90.138,94.664215
102.385,93.72327,85.081,94.78525
89.612,94.261505,93.243,94.75649
85.473,94.65554,91.78,94.292206
85.733,94.722176,85.897,93.52377
97.796,94.40672,90.12,93.12045
94.973,93.94315,92.372,93.388885
80.009,93.63434,78.459,93.3415
91.753,93.375885,92.649,93.34609
113.491,93.28973,92.595,93.392914
86.386,93.40393,102.385,93.386894
84.937,93.562325,89.612,93.09906
88.481,93.22411,85.473,93.106316
110.656,93.22229,85.733,93.675476
94.91,93.41823,97.796,93.29449
81.574,92.804695,94.973,93.10562
97.951,93.18071,80.009,92.78224
84.389,93.3013,91.753,93.16956
76.252,93.5067,113.491,93.694984
52.865,93.195564,86.386,93.69117
65.138,92.97826,84.937,93.661385
119.878,91.174194,88.481,93.7344
73.224,93.08676,110.656,93.80412
83.861,90.471085,94.91,92.75574
81.397,90.54226,81.574,94.45213
103.035,86.662704,97.951,92.30316
96.396,86.1914,84.389,92.44472
72.837,86.396095,76.252,92.54988
92.145,87.07863,52.865,91.4738
76.643,86.63154,65.138,93.03294
73.321,87.359055,119.878,93.39818
70.041,87.4255,73.224,92.677734
79.074,89.92182,83.861,91.82431
100.678,92.95779,81.397,87.074425
121.434,92.77398,103.035,88.63602
92.311,94.20011,96.396,87.13207
102.541,95.56779,72.837,87.26968
99.021,95.07562,92.145,86.61825
106.322,95.70267,76.643,87.20514
95.275,96.449005,73.321,88.01001
93.085,96.95012,70.041,88.35361
100.38,97.832565,79.074,91.19934
90.776,97.63488,100.678,93.08992
84.814,98.26358,121.434,94.17767
100.575,98.27064,92.311,94.31147
94.042,97.59768,102.541,96.337036
95.089,96.03799,99.021,97.12796
91.83,94.5955,106.322,95.98389
89.06,94.713974,95.275,97.30935
91.143,93.55286,93.085,96.983765
87.817,93.43112,100.38,97.28556
85.839,93.17141,90.776,96.705
98.689,93.70976,84.814,96.414986
83.973,94.69206,100.575,95.76973
91.351,95.21986,94.042,95.354
84.051,95.538376,95.089,95.03063
86.567,95.60745,91.83,94.88413
88.952,95.42531,89.06,94.74663
92.385,95.220535,91.143,94.01477
95.363,95.24033,87.817,93.89377
93.725,95.45732,85.839,93.85457
77.729,95.60268,98.689,93.82088
88.321,95.25669,83.973,93.56913
95.566,95.04021,91.351,93.50179
85.914,95.07435,84.051,94.15022
99.241,94.35765,86.567,93.9898
93.068,94.48147,88.952,94.034966
98.328,94.13326,92.385,93.74547
98.052,94.20334,95.363,93.79086
95.034,94.075066,93.725,93.907234
91.3,94.06857,77.729,93.994644
84.456,94.086586,88.321,93.90434
94.467,93.98421,95.566,93.55121
94.858,93.81722,85.914,93.88566
80.115,94.134125,99.241,93.34171
86.299,93.89485,93.068,93.46031
92.317,93.75294,98.328,93.16179
93.51,93.67745,98.052,93.27705
93.858,93.430504,95.034,92.90254
86.818,93.74727,91.3,93.36363
91.776,94.0556,84.456,93.24659
85.867,94.303444,94.467,93.1655
98.622,94.45658,94.858,93.14948
92.955,94.48343,80.115,93.10873
90.801,94.84946,86.299,93.235146
87.373,94.82374,92.317,93.09068
81.686,95.28324,93.51,93.38249
80.208,95.24693,93.858,92.97899
92.07,95.14173,86.818,93.0108
87.078,95.13378,91.776,93.42523
94.69,94.82797,85.867,93.674965
87.024,94.23903,98.622,93.558495
84.705,93.37182,92.955,93.82326
88.506,93.099014,90.801,93.61739
88.761,92.64609,87.373,94.16353
84.472,92.85087,81.686,94.56062
98.512,93.03637,80.208,94.17709
99.753,93.340324,92.07,93.82914
78.683,93.54512,87.078,93.30634
83.134,93.63404,94.69,92.72902
100.403,93.86392,87.024,92.85011
102.154,93.80828,84.705,92.76446
83.438,93.76364,88.506,92.94404
75.635,93.46389,88.761,92.92332
73.84,93.20625,84.472,92.92619
107.524,93.38426,98.512,92.77707
83.792,93.43547,99.753,92.67387
89.278,93.40097,78.683,92.54213
101.26,93.46817,83.134,93.33147
105.494,93.278595,100.403,94.01433
78.975,93.355736,102.154,93.301056
83.431,92.73053,83.438,92.859695
83.167,93.289825,75.635,93.34512
91.264,92.858826,73.84,94.22018
92.343,93.41884,107.524,94.26259
101.086,92.727936,83.792,93.99934
100.686,92.911415,89.278,93.1371
91.326,92.68072,101.26,93.84187
73.224,92.98042,105.494,93.911835
83.861,93.150795,78.975,93.74276
77.436,90.16973,83.431,94.04692
101.924,86.27972,83.167,92.74082
88.212,86.118904,91.264,92.77152
91.002,86.652725,92.343,91.78045
88.735,86.70923,101.086,91.950615
106.71,86.18668,100.686,92.36719
58.258,86.63823,91.326,92.333305
121.375,88.112816,73.224,91.33893
81.663,89.43822,83.861,90.07029
72.895,90.426384,77.436,88.828316
77.771,92.55019,101.924,88.80353
89.158,93.765884,88.212,87.93059
102.587,95.73884,91.002,87.81055
104.039,95.912155,88.735,88.0697
108.872,96.25975,106.71,88.60226
103.658,96.547386,58.258,88.54734
109.619,96.94172,121.375,89.542725
90.668,96.80785,81.663,89.15825
96.242,97.02915,72.895,91.83399
94.291,96.81462,77.771,91.893616
82.194,96.700424,89.158,93.307205
86.556,96.51733,102.587,93.03999
88.656,97.13338,104.039,94.85802
90.622,96.392166,108.872,95.300026
91.669,94.67979,103.658,97.13853
83.944,93.430786,109.619,97.3684
87.25,93.1891,90.668,98.01888
84.831,93.41403,96.242,98.121216
93.547,93.59355,94.291,98.15399
87.176,94.11404,82.194,96.01402
81.658,94.60719,86.556,95.21162
84.463,95.390976,88.656,94.79811
91.666,95.81429,90.622,94.67364
96.068,95.78178,91.669,94.375755
85.567,95.97096,83.944,94.98652
91.755,95.85651,87.25,94.727356
89.167,95.383865,84.831,94.11661
94.091,94.62578,93.547,93.40659
88.581,94.58788,87.176,93.34854
95.838,94.105484,81.658,93.29974
98.49,94.30919,84.463,93.72466
92.89,93.93493,91.666,93.54278
91.476,93.88773,96.068,93.34537
92.234,93.99201,85.567,93.37009
90.65,94.043625,91.755,93.88563
94.658,93.95106,89.167,94.06508
85.735,93.78087,94.091,93.5691
75.69,94.1005,88.581,93.80218
95.259,93.9554,95.838,93.53938
77.902,94.14615,98.49,93.77077
85.733,93.97373,92.89,93.58127
84.692,94.23292,91.476,93.807816
92.873,94.14398,92.234,93.59393
91.968,94.14068,90.65,93.69152
100.132,94.088394,94.658,93.617165
94.321,94.475975,85.735,93.64039
91.203,94.699974,75.69,93.59381
90.189,94.96666,95.259,93.571655
95.153,94.93837,77.902,93.48841
89.723,95.199326,85.733,93.55377
101.098,95.1276,84.692,93.28656
92.75,94.78885,92.873,93.36541
86.751,94.81894,91.968,92.71205
91.849,94.56295,100.132,92.52051
94.104,94.42639,94.321,92.6066
88.436,94.032104,91.203,92.822655
87.965,94.04851,90.189,93.38258
84.118,93.68052,95.153,93.60678
94.012,93.22901,89.723,93.711784
85.121,93.0045,101.098,93.69772
92.522,92.95978,92.75,94.25415
96.875,93.08241,86.751,94.42409
97.586,93.14204,91.849,95.13613
100.139,93.434715,94.104,95.23054
93.871,93.59142,88.436,94.728195
91.081,94.07329,87.965,94.463295
101.669,94.25788,84.118,94.26123
89.962,94.7692,94.012,93.98451
96.51,94.22007,85.121,93.4265
98.296,93.90321,92.522,93.305
98.497,93.470406,96.875,93.395485
90.974,93.55614,97.586,93.27182
81.83,93.639114,100.139,93.316376
69.951,93.748924,93.871,93.78648
81.999,93.667274,91.081,93.90624
97.805,93.91445,101.669,94.1256
93.377,93.8217,89.962,93.88581
73.698,93.48817,96.51,93.64413
66.017,93.429,98.296,94.06487
82.281,93.65909,98.497,93.99927
108.726,93.6382,90.974,94.21595
101.086,93.773994,81.83,94.50002
88.004,93.88637,69.951,94.467926
87.082,93.90726,81.999,94.44034
62.284,93.487465,97.805,94.232346
74.21,92.97268,93.377,93.68907
73.626,91.88638,73.698,95.64913
99.474,87.86682,66.017,93.127304
105.357,86.215195,82.281,92.42156
91.002,86.012886,108.726,93.00756
105.954,86.81914,101.086,92.63373
87.802,86.84546,88.004,92.54797
92.123,86.45746,87.082,91.18283
121.375,87.09616,62.284,90.6185
81.663,88.78922,74.21,88.92201
86.679,90.624054,73.626,87.243774
116.155,91.853264,99.474,86.37079
131.234,94.74973,105.357,87.47084
96.776,95.539894,91.002,88.50505
88.554,96.502266,105.954,89.34309
98.24,96.03364,87.802,89.25621
101.492,96.707726,92.123,88.25841
93.77,96.47342,121.375,88.45009
71.812,96.4675,81.663,88.00751
97.88,96.349754,86.679,88.54021
104.146,96.76614,116.155,90.94761
91.419,95.67053,131.234,91.19736
101.028,95.74512,96.776,94.079475
81.946,95.83308,88.554,96.32229
81.473,96.94692,98.24,97.6983
90.773,96.56984,101.492,99.942406
101.256,95.256546,93.77,99.97789
100.955,94.3215,71.812,98.54262
85.077,94.60163,97.88,97.76946
88.764,94.15262,104.146,97.48999
102.16,95.75732,91.419,97.84125
87.778,96.05612,101.028,96.42672
101.177,95.67257,81.946,96.37854
92.42,94.977745,81.473,94.80939
102.641,94.99691,90.773,94.220375
99.608,95.30041,101.256,93.81463
86.702,95.31376,100.955,93.4908
95.602,95.55575,85.077,93.37146
94.423,95.54999,88.764,94.13731
94.775,95.30181,102.16,94.23184
89.792,94.75058,87.778,94.27602
96.425,94.9479,101.177,94.40315
78.063,94.92643,92.42,94.90395
94.03,94.61637,102.641,94.86168
90.197,94.494,99.608,95.053925
97.964,94.58459,86.702,94.89884
91.726,94.50421,95.602,94.79126
100.714,94.620964,94.423,94.67886
93.932,94.06261,94.775,94.61616
94.029,94.48251,89.792,94.32744
86.873,94.541016,96.425,93.93989
86.879,94.4259,78.063,94.04618
86.341,94.17545,94.03,94.03651
91.889,94.13716,90.197,94.07029
94.016,94.64632,97.964,94.35307
97.498,94.294395,91.726,94.012505
99.148,93.931244,100.714,93.67479
94.702,94.2622,93.932,93.38292
85.282,94.3381,94.029,93.1731
93.632,94.65053,86.873,93.433334
94.906,94.89336,86.879,93.62393
95.818,94.98846,86.341,93.74455
92.391,95.17143,91.889,93.63526
95.996,95.442825,94.016,93.77587
85.632,95.35595,97.498,93.64671
87.053,94.52246,99.148,93.56098
88.025,93.88672,94.702,93.638054
93.23,93.70145,85.282,93.99586
90.413,93.434525,93.632,94.424805
93.257,93.32711,94.906,94.60621
97.079,93.19079,95.818,94.16084
90.899,92.80155,92.391,94.34456
86.239,92.93064,95.996,94.56336
89.818,93.42948,85.632,94.938644
95.403,94.11571,87.053,94.910286
98.8,94.44995,88.025,94.9661
103.92,94.75074,93.23,94.39736
89.833,94.90944,90.413,93.76682
87.731,95.011734,93.257,93.42874
99.898,94.604485,97.079,93.49486
95.488,94.19819,90.899,93.564514
86.544,93.97021,86.239,93.645386
96.567,94.02543,89.818,94.00182
105.804,93.99444,95.403,93.80459
77.276,93.77768,98.8,93.51503
55.865,93.64298,103.92,93.34956
92.03,93.66749,89.833,93.673615
77.599,93.521545,87.731,94.09741
94.181,93.63025,99.898,94.61456
66.017,93.89607,95.488,94.224495
82.973,93.25682,86.544,93.95634
106.797,93.66029,96.567,93.94001
88.004,93.776146,105.804,94.032616
89.479,93.672386,77.276,94.03218
75.636,93.50312,55.865,94.11784
62.284,93.42195,92.03,94.359985
73.122,93.98832,77.599,93.03112
77.597,91.041046,94.181,94.424545
106.558,89.16737,66.017,92.78482
86.80211,86.86868,82.973,93.010796
90.125,86.43584,106.797,91.89083
105.954,85.381195,88.004,92.136665
106.558,85.856445,89.479,92.01717
50.496,87.185745,75.636,90.84877
121.375,87.28913,62.284,91.226006
81.663,88.71597,73.122,89.343956
49.886,90.26951,77.597,88.89605
85.77,91.20404,106.558,88.0255
100.813,93.51431,86.80211,88.88408
102.206,94.70763,90.125,89.62755
93.41,96.08908,105.954,89.62315
101.129,96.84302,106.558,90.025665
100.257,97.51961,50.496,89.47525
97.785,97.0815,121.375,89.35619
91.963,97.03672,81.663,88.60068
102.007,95.52721,49.886,90.13108
95.877,96.40525,85.77,91.19006
99.068,96.25786,100.813,93.23087
91.246,95.744194,102.206,93.95921
95.709,96.27109,93.41,96.25748
81.617,94.53551,101.129,97.6073
94.909,93.08312,100.257,97.49426
82.548,93.12203,97.785,97.0797
91.335,93.415146,91.963,97.54345
93.634,94.04685,102.007,97.091866
86.174,94.41635,95.877,95.99728
94.525,94.94059,99.068,94.927895
99.002,95.26967,91.246,94.564545
82.105,95.42315,95.709,94.40337
81.487,95.192566,81.617,94.567024
92.952,95.20665,94.909,94.397026
99.579,95.21438,82.548,94.40702
95.786,95.474075,91.335,94.31026
90.833,95.53786,93.634,93.9365
91.086,95.25053,86.174,94.41316
94.911,95.390015,94.525,93.60334
92.238,95.150276,99.002,94.0669
90.64,94.66529,82.105,93.72232
97.03,94.91185,81.487,94.07767
96.432,94.765335,92.952,94.43714
91.348,94.34694,99.579,94.24389
82.907,94.4327,95.786,94.04623
89.104,94.618004,90.833,94.10904
93.306,94.49593,91.086,94.63589
88.176,94.69406,94.911,94.40161
86.079,94.50493,92.238,94.13702
85.321,94.5704,90.64,94.07301
95.112,94.58038,97.03,93.912796
94.423,94.53713,96.432,93.79854
89.651,94.41197,91.348,93.84019
93.77,94.40432,82.907,93.82722
89.701,94.28443,89.104,93.66022
91.932,94.01876,93.306,93.66014
82.446,94.12923,88.176,93.68035
92.64,94.352066,86.079,93.29313
94.644,94.32661,85.321,92.944626
88.349,94.560425,95.112,92.9758
91.346,94.51357,94.423,92.84404
95.142,94.55791,89.651,92.64397
90.228,94.73997,93.77,92.87242
95.021,94.663895,89.701,93.11218
81.695,94.73036,91.932,93.109695
86.816,94.32653,82.446,93.47628
94.305,93.77463,92.64,93.502914
95.731,93.19528,94.644,93.82348
93.683,93.21697,88.349,93.66261
92.549,92.7627,91.346,93.7587
89.009,92.428986,95.142,94.28578
88.568,92.66721,90.228,94.068565
82.031,93.02621,95.021,93.997765
99.273,93.563065,81.695,94.00171
88.664,93.84016,86.816,93.49331
94.138,94.23819,94.305,93.31034
82.425,93.92484,95.731,92.39701
89.255,93.646225,93.683,92.08889
87.125,93.38023,92.549,92.751076
103.73,93.40996,89.009,93.2108
110.44,93.80965,88.568,93.46072
101.541,93.61875,82.031,93.426865
75.393,93.56128,99.273,93.277596
84.5,93.60042,88.664,93.23587
81.354,93.53759,94.138,92.86308
98.12,93.415565,82.425,93.32709
82.903,93.398766,89.255,93.23383
91.27,93.47034,87.125,93.43458
66.017,93.47341,103.73,93.26866
82.747,93.50446,110.44,92.895676
102.051,93.463425,101.541,92.71415
88.004,93.110825,75.393,93.83353
97.968,91.58885,84.5,94.43787
75.636,92.23668,81.354,94.27362
62.284,91.24872,98.12,93.65054
73.122,89.66782,82.903,92.68905
77.597,90.51357,91.27,94.86852
106.558,86.32872,66.017,92.87513
86.80211,85.66052,82.747,92.60245
90.125,85.76775,102.051,92.242546
84.755,85.28411,88.004,92.53248
89.908,85.728226,97.968,92.20932
72.979,86.37724,75.636,91.938446
121.375,86.72386,62.284,91.886
80.36,87.26201,73.122,89.59463
49.886,88.78367,77.597,88.60535
132.63,89.225975,106.558,86.615776
68.058,91.756905,86.80211,87.07958
95.073,92.58966,90.125,87.96905
103.009,94.4576,84.755,87.576096
97.364,95.56356,89.908,87.81972
107.364,96.12525,72.979,87.25534
93.689,96.89361,121.375,88.15301
93.961,96.66932,80.36,89.09944
86.347,96.281525,49.886,90.381805
97.393,95.92056,132.63,89.6548
98.004,95.57171,68.058,92.09675
91.439,94.48854,95.073,93.554245
87.052,94.93867,103.009,95.72141
86.231,95.06675,97.364,97.25759
87.726,94.46376,107.364,96.447205
97.832,92.56886,93.689,96.839516
84.911,92.634224,93.961,96.72684
84.543,93.040985,86.347,97.49174
92.582,93.58601,97.393,96.38692
90.201,94.298645,98.004,95.714584
89.736,95.02255,91.439,94.927826
93.013,95.72302,87.052,94.67558
85.555,95.70018,86.231,94.68959
91.485,95.40025,87.726,93.91655
83.476,95.43608,97.832,93.58811
89.21,95.32599,84.911,93.51987
90.943,95.063965,84.543,93.49594
90.288,94.91817,92.582,93.85501
97.302,94.12747,90.201,93.10439
96.206,94.11778,89.736,92.74725
91.396,94.3166,93.013,93.33501
88.851,93.94072,85.555,93.449326
95.724,93.939316,91.485,93.55896
92.069,94.13041,83.476,93.72905
89.228,93.7488,89.21,93.39475
89.151,94.15482,90.943,93.91541
85.026,93.74392,90.288,93.403564
92.738,94.098976,97.302,93.54228
86.975,94.05255,96.206,93.5636
84.539,93.98708,91.396,93.375145
87.503,94.14846,88.851,93.55315
88.009,94.00016,95.724,93.40175
88.484,93.97477,92.069,93.41261
84.773,94.145035,89.228,93.34479
86.98,94.27832,89.151,93.44086
84.754,94.33107,85.026,93.22782
86.551,94.34257,92.738,93.18499
96.997,94.51574,86.975,93.06119
92.758,94.74646,84.539,93.08687
91.497,94.94447,87.503,93.26628
87.45,94.69681,88.009,93.045
93.151,94.84776,88.484,92.96376
87.942,94.89993,84.773,92.87279
94.652,94.629166,86.98,92.63886
93.004,94.22046,84.754,92.69271
88.179,93.72074,86.551,92.69294
91.881,93.11611,96.997,92.78647
95.656,92.55071,92.758,92.69359
93.554,91.92108,91.497,92.68854
94.182,91.72058,87.45,93.32467
101.533,91.85861,93.151,93.50721
100.589,92.03343,87.942,93.263985
89.642,92.47779,94.652,92.82639
91.692,92.84594,93.004,92.81856
89.319,93.2307,88.179,92.64021
97.161,93.71662,91.881,92.79773
98.997,94.38874,95.656,93.115234
102.657,94.456665,93.554,92.7568
88.41,94.09555,94.182,92.86628
103.73,93.67436,101.533,93.14518
93.735,93.57,100.589,93.2792
105.119,93.457886,89.642,93.338806
90.767,93.66105,91.692,93.844055
85.004,93.81473,89.319,94.14938
94.194,93.65105,97.161,93.76473
86.334,93.42617,98.997,93.57033
72.837,93.29739,102.657,93.18828
118.173,93.32448,88.41,93.55169
97.545,93.69196,103.73,94.1746
82.747,93.9013,93.735,94.509315
92.878,94.02868,105.119,94.15461
88.004,93.6494,90.767,94.12962
97.968,94.04425,85.004,94.16624
94.093,93.76878,94.194,94.29632
62.284,93.31843,86.334,94.14137
92.242,92.8849,72.837,92.91998
64.832,91.15181,118.173,94.5591
75.574,87.3881,97.545,93.65802
86.80211,86.87914,82.747,94.075356
90.125,86.15575,92.878,91.240906
88.146,85.226006,88.004,91.41104
84.619,86.059235,97.968,91.683525
72.979,87.18991,94.093,91.77764
77.244,87.62198,62.284,92.002014
53.519,88.38232,92.242,91.29448
111.647,89.1526,64.832,90.70957
93.145,90.21587,75.574,91.04995
106.406,93.06404,86.80211,89.41916
103.666,94.69415,90.125,87.79462
110.756,95.702644,88.146,87.689545
102.073,97.375565,84.619,88.02363
105.891,96.9666,72.979,88.378975
105.202,96.98886,77.244,88.36308
90.967,97.22416,53.519,89.807785
100.898,96.79323,111.647,91.824
93.093,96.77307,93.145,92.33838
86.871,95.733986,106.406,92.798065
91.808,96.92449,103.666,95.922264
94.233,95.82259,110.756,96.47014
93.793,94.241516,102.073,96.385445
83.887,93.34803,105.891,97.21363
93.499,93.40843,105.202,98.072586
94.908,93.31874,90.967,97.82605
101.459,93.361626,100.898,97.9104
97.593,94.19032,93.093,97.664795
88.831,94.64916,86.871,95.98466
91.914,94.732765,91.808,95.34845
80.258,94.95552,94.233,94.830505
95.893,95.11899,93.793,94.73267
93.827,95.194626,83.887,94.420586
99.199,95.11791,93.499,94.45077
102.679,95.14928,94.908,94.136086
95.942,94.754036,101.459,93.42373
94.047,94.83235,97.593,93.30947
101.172,94.65866,88.831,93.33295
100.949,94.82495,91.914,93.523926
91.145,94.9388,80.258,93.418465
93.824,94.61131,95.893,93.40947
89.466,94.77875,93.827,93.95428
95.23,94.41143,99.199,94.093704
99.195,94.81105,102.679,94.37795
91.098,94.410614,95.942,94.453285
89.638,94.84798,94.047,94.31695
96.088,94.888756,101.172,94.40076
92.191,94.597046,100.949,94.17311
87.202,94.49345,91.145,94.09563
80.323,94.91032,93.824,94.23297
93.808,95.06381,89.466,94.10766
103.743,94.550415,95.23,94.00727
102.206,94.41398,99.195,93.85566
97.013,94.57179,91.098,93.82803
89.366,94.80162,89.638,93.96976
85.346,94.89149,96.088,93.928535
99.021,94.950096,92.191,93.93465
97.47,94.87247,87.202,93.777855
100.537,95.1694,80.323,93.99118
86.079,95.39595,93.808,93.99623
90.761,95.42291,103.743,93.83404
100.572,95.48465,102.206,93.66088
91.13,94.97241,97.013,93.56549
