IN_ID,OUT_ID,Year,Month,Day,Hour,Speed
2005,2007,2020,5,16,6,78.9057892
2005,2007,2020,5,16,7,84.67291018
2005,2007,2020,5,16,8,88.50469727
2005,2007,2020,5,16,9,88.83340748
2005,2007,2020,5,16,10,80.72044794
2005,2007,2020,5,16,11,78.34599623
2005,2007,2020,5,16,12,82.67084209
2005,2007,2020,5,16,13,79.48351207
2005,2007,2020,5,16,14,90.51280639
2005,2007,2020,5,16,15,82.11012892
2005,2007,2020,5,16,16,86.55134131
2005,2007,2020,5,16,17,82.56321101
2005,2007,2020,5,16,18,91.47125406
2005,2007,2020,5,16,19,82.67006809
2005,2007,2020,5,16,20,84.19070093
2005,2007,2020,5,16,21,84.28481279
2005,2007,2020,5,16,22,85.84824192
2005,2007,2020,5,16,23,91.96693745
2005,2007,2020,5,17,0,81.13759698
2005,2007,2020,5,17,1,84.26424023
2005,2007,2020,5,17,4,76.44259050000001
2005,2007,2020,5,17,5,76.8559362
2005,2007,2020,5,17,6,79.70665773
2005,2007,2020,5,17,7,90.36120264
2005,2007,2020,5,17,8,90.02408824
2005,2007,2020,5,17,9,80.83323103
2005,2007,2020,5,17,10,79.21389178
2005,2007,2020,5,17,11,81.37176914
2005,2007,2020,5,17,12,72.17894032
2005,2007,2020,5,17,13,77.99749573
2005,2007,2020,5,17,14,78.30288487
2005,2007,2020,5,17,15,83.16735005
2005,2007,2020,5,17,16,83.20739657
2005,2007,2020,5,17,17,82.95113572
2005,2007,2020,5,17,18,77.75497321
2005,2007,2020,5,17,19,89.64340862
2005,2007,2020,5,17,20,79.93406221
2005,2007,2020,5,17,21,84.64870338
2005,2007,2020,5,17,22,63.12667334
2005,2007,2020,5,18,0,84.28379168
2005,2007,2020,5,18,1,65.99264541
2005,2007,2020,5,18,3,64.66927376
2005,2007,2020,5,18,5,82.31680003
2005,2007,2020,5,18,6,85.64566847
2005,2007,2020,5,18,7,75.85021865
2005,2007,2020,5,18,8,74.28190871
2005,2007,2020,5,18,9,68.86905920000001
2005,2007,2020,5,18,10,59.84891239
2005,2007,2020,5,18,11,73.90197793
2005,2007,2020,5,18,12,78.72078107
2005,2007,2020,5,18,13,74.59468894
2005,2007,2020,5,18,14,86.13344056
2005,2007,2020,5,18,15,88.22088143
2005,2007,2020,5,18,16,88.93879785
2005,2007,2020,5,18,17,90.25536014
2005,2007,2020,5,18,18,87.0303588
2005,2007,2020,5,18,19,92.92297881
2005,2007,2020,5,18,20,82.09493336
2005,2007,2020,5,18,21,86.40017538
2005,2007,2020,5,18,22,77.61375562
2005,2007,2020,5,18,23,73.27175056
2005,2007,2020,5,19,1,85.94304252
2005,2007,2020,5,19,2,67.74425749
2005,2007,2020,5,19,3,92.5138861
2005,2007,2020,5,19,5,72.49183051
2005,2007,2020,5,19,6,82.53188351
2005,2007,2020,5,19,7,85.94127659
2005,2007,2020,5,19,8,86.42699427
2005,2007,2020,5,19,9,86.56112343
2005,2007,2020,5,19,10,82.30967028
2005,2007,2020,5,19,11,81.84500012
2005,2007,2020,5,19,12,77.89933606
2005,2007,2020,5,19,13,85.30352641
2005,2007,2020,5,19,14,87.8521293
2005,2007,2020,5,19,15,86.32862794
2005,2007,2020,5,19,16,87.50247840000002
2005,2007,2020,5,19,17,85.90401581
2005,2007,2020,5,19,18,84.44334672
2005,2007,2020,5,19,19,87.68619716
2005,2007,2020,5,19,20,83.66672142
2005,2007,2020,5,19,21,82.22174178
2005,2007,2020,5,19,22,99.93474904
2005,2007,2020,5,19,23,94.22244520000001
2005,2007,2020,5,20,0,111.3057692
2005,2007,2020,5,20,2,87.8627275
2005,2007,2020,5,20,4,72.12336447
2005,2007,2020,5,20,5,62.70574386
2005,2007,2020,5,20,6,79.40209476
2005,2007,2020,5,20,7,70.17123119
2005,2007,2020,5,20,8,54.06722031
2005,2007,2020,5,20,9,82.22173459
2005,2007,2020,5,20,10,83.67485713
2005,2007,2020,5,20,11,85.72462209
2005,2007,2020,5,20,12,80.52601291
2005,2007,2020,5,20,13,67.70559867
2005,2007,2020,5,20,14,57.70049412
2005,2007,2020,5,20,15,48.52379183
2005,2007,2020,5,20,16,38.61861793
2005,2007,2020,5,20,17,23.60567173
2005,2007,2020,5,20,18,13.59918168
2005,2007,2020,5,20,19,68.75011136
2005,2007,2020,5,20,22,91.97291115
2005,2007,2020,5,20,23,86.85299471
2005,2007,2020,5,21,0,74.86370251
2005,2007,2020,5,21,1,111.0388489
2005,2007,2020,5,21,2,67.8435165
2005,2007,2020,5,21,5,73.8176853
2005,2007,2020,5,21,6,83.73387755
2005,2007,2020,5,21,7,85.30322031
2005,2007,2020,5,21,8,85.34033557
2005,2007,2020,5,21,9,84.92656483
2005,2007,2020,5,21,10,87.62863831
2005,2007,2020,5,21,11,85.74929135
2005,2007,2020,5,21,12,81.05633494
2005,2007,2020,5,21,13,77.56007482
2005,2007,2020,5,21,14,80.30671209
2005,2007,2020,5,21,15,79.14199356
2005,2007,2020,5,21,16,81.21654812
2005,2007,2020,5,21,17,86.09659347
2005,2007,2020,5,21,18,70.93904659
2005,2007,2020,5,21,19,90.25252259999999
2005,2007,2020,5,21,20,81.11295155
2005,2007,2020,5,21,21,83.69409591
2005,2007,2020,5,21,22,85.47072706
2005,2007,2020,5,21,23,91.74017399
2005,2007,2020,5,22,0,49.902728100000004
2005,2007,2020,5,22,1,4.001313515
2005,2007,2020,5,22,2,69.77389308
2005,2007,2020,5,22,5,70.74591292
2005,2007,2020,5,22,6,83.75961312
2005,2007,2020,5,22,7,82.88039333
2005,2007,2020,5,22,8,82.10767690000002
2005,2007,2020,5,22,9,86.83589475
2005,2007,2020,5,22,10,76.4847262
2005,2007,2020,5,22,11,74.65127907
2005,2007,2020,5,22,12,80.49754529
2005,2007,2020,5,22,13,78.29535991
2005,2007,2020,5,22,14,88.31010022
2005,2007,2020,5,22,15,81.67779057
2005,2007,2020,5,22,16,77.72127104
2005,2007,2020,5,22,17,63.16123891
2005,2007,2020,5,22,18,74.23692536
2005,2007,2020,5,22,19,69.66473342
2005,2007,2020,5,22,20,76.42067068
2005,2007,2020,5,22,21,75.69897259
2005,2007,2020,5,22,22,81.55726878
2005,2007,2020,5,23,0,81.16248903
2005,2007,2020,5,23,5,66.47029227
2005,2007,2020,5,23,6,85.97261176
2005,2007,2020,5,23,7,85.20110939
2005,2007,2020,5,23,8,87.98916293
2005,2007,2020,5,23,9,83.89414075
2005,2007,2020,5,23,10,76.54036178
2005,2007,2020,5,23,11,88.08361711
2005,2007,2020,5,23,12,86.65912817
2005,2007,2020,5,23,13,86.07819191
2005,2007,2020,5,23,14,71.35790834
2005,2007,2020,5,23,15,80.63832433
2005,2007,2020,5,23,16,86.97566219
2005,2007,2020,5,23,17,88.46647467
2005,2007,2020,5,23,18,89.98294981
2005,2007,2020,5,23,19,91.47666644
2005,2007,2020,5,23,20,86.19116561
2005,2007,2020,5,23,21,79.72665684
2005,2007,2020,5,23,22,92.38600759
2005,2007,2020,5,23,23,82.68256837
2005,2007,2020,5,24,0,82.53689839
2005,2007,2020,5,24,4,91.68950498
2005,2007,2020,5,24,5,71.60389726
2005,2007,2020,5,24,6,77.05819321
2005,2007,2020,5,24,7,91.53700594
2005,2007,2020,5,24,8,90.94086176
2005,2007,2020,5,24,9,89.76337948
2005,2007,2020,5,24,10,82.72429814
2005,2007,2020,5,24,11,81.11159487
2005,2007,2020,5,24,12,82.05200334
2005,2007,2020,5,24,13,89.04465099
2005,2007,2020,5,24,14,85.02334035
2005,2007,2020,5,24,15,82.60275423
2005,2007,2020,5,24,16,80.54956419
2005,2007,2020,5,24,17,86.17840173
2005,2007,2020,5,24,18,83.98306178
2005,2007,2020,5,24,19,87.40026593
2005,2007,2020,5,24,20,83.11877454
2005,2007,2020,5,24,21,81.82163359999998
2005,2007,2020,5,24,22,81.55458854
2005,2007,2020,5,24,23,86.27290274
2005,2007,2020,5,25,0,78.44570063
2005,2007,2020,5,25,2,3.650952099
2005,2007,2020,5,25,3,97.89260044
2005,2007,2020,5,25,5,58.71505737
2005,2007,2020,5,25,6,86.21065633
2005,2007,2020,5,25,7,88.29240300000001
2005,2007,2020,5,25,8,89.90559865
2005,2007,2020,5,25,9,84.40569551
2005,2007,2020,5,25,10,80.49892554
2005,2007,2020,5,25,11,75.22092297
2005,2007,2020,5,25,12,82.74857329
2005,2007,2020,5,25,13,77.83680026
2005,2007,2020,5,25,14,75.81386762
2005,2007,2020,5,25,15,80.42208671
2005,2007,2020,5,25,16,81.66381301
2005,2007,2020,5,25,17,77.23604291
2005,2007,2020,5,25,18,90.46234554
2005,2007,2020,5,25,19,82.33837171
2005,2007,2020,5,25,20,83.0437448
2005,2007,2020,5,25,21,76.97139072
2005,2007,2020,5,25,22,88.68133642
2005,2007,2020,5,25,23,91.71936434
2005,2007,2020,5,26,0,70.11127609
2005,2007,2020,5,26,3,57.48963233
2005,2007,2020,5,26,5,70.63046405
2005,2007,2020,5,26,6,84.45703291
2005,2007,2020,5,26,7,82.00466306
2005,2007,2020,5,26,8,89.81254962
2005,2007,2020,5,26,9,83.70125186
2005,2007,2020,5,26,10,80.83557387
2005,2007,2020,5,26,11,85.8685665
2005,2007,2020,5,26,12,78.32949209
2005,2007,2020,5,26,13,80.3015144
2005,2007,2020,5,26,14,79.42220425
2005,2007,2020,5,26,15,80.19997543
2005,2007,2020,5,26,16,82.93671335
2005,2007,2020,5,26,17,80.90741413
2005,2007,2020,5,26,18,84.98872089
2005,2007,2020,5,26,19,82.54002253
2005,2007,2020,5,26,20,85.31406514
2005,2007,2020,5,26,21,82.77963785
2005,2007,2020,5,26,22,82.98907209999999
2005,2007,2020,5,26,23,89.3022179
2005,2007,2020,5,27,0,72.10942103
2005,2007,2020,5,27,1,73.55552025
2005,2007,2020,5,27,4,64.62391083
2005,2007,2020,5,27,5,56.57080025
2005,2007,2020,5,27,6,86.62399326
2005,2007,2020,5,27,7,80.2011031
2005,2007,2020,5,27,8,90.19876261
2005,2007,2020,5,27,9,82.48019935
2005,2007,2020,5,27,10,83.2350141
2005,2007,2020,5,27,11,79.37623557
2005,2007,2020,5,27,12,78.69505187
2005,2007,2020,5,27,13,82.2010095
2005,2007,2020,5,27,14,71.02854609999999
2005,2007,2020,5,27,15,66.30648568
2005,2007,2020,5,27,16,88.64982758
2005,2007,2020,5,27,17,87.29226985
2005,2007,2020,5,27,18,88.23945992
2005,2007,2020,5,27,19,91.74338982
2005,2007,2020,5,27,20,86.96689867
2005,2007,2020,5,27,21,81.95406894
2005,2007,2020,5,27,22,67.15474983
2005,2007,2020,5,27,23,96.93589916
2005,2007,2020,5,28,0,79.67960649999999
2005,2007,2020,5,28,5,91.87721573
2005,2007,2020,5,28,6,83.65153369
2005,2007,2020,5,28,7,88.84134583
2005,2007,2020,5,28,8,88.17735246
2005,2007,2020,5,28,9,87.39489665
2005,2007,2020,5,28,10,84.37618385
2005,2007,2020,5,28,11,85.81361334
2005,2007,2020,5,28,12,73.58484981
2005,2007,2020,5,28,13,76.51981792
2005,2007,2020,5,28,14,88.85965553
2005,2007,2020,5,28,15,83.94766567
2005,2007,2020,5,28,16,88.92746656
2005,2007,2020,5,28,17,89.02635118
2005,2007,2020,5,28,18,92.46768125
2005,2007,2020,5,28,19,88.90927163
2005,2007,2020,5,28,20,90.36752044
2005,2007,2020,5,28,21,77.94718363
2005,2007,2020,5,28,22,84.35851952
2005,2007,2020,5,28,23,94.81867396
2005,2007,2020,5,29,0,77.57296196
2005,2007,2020,5,29,2,92.69909913
2005,2007,2020,5,29,5,71.45555556
2005,2007,2020,5,29,6,86.41308065
2005,2007,2020,5,29,7,88.98236111
2005,2007,2020,5,29,8,92.13446589
2005,2007,2020,5,29,9,87.52752477
2005,2007,2020,5,29,10,85.73717749
2005,2007,2020,5,29,11,90.57479386
2005,2007,2020,5,29,12,96.56780452
2005,2007,2020,5,29,13,81.27905152
2005,2007,2020,5,29,14,85.6260099
2005,2007,2020,5,29,15,84.99769508
2005,2007,2020,5,29,16,85.90871224
2005,2007,2020,5,29,17,85.5507078
2005,2007,2020,5,29,18,83.98601306
2005,2007,2020,5,29,19,83.89835032
2005,2007,2020,5,29,20,86.05008854
2005,2007,2020,5,29,21,89.16604205
2005,2007,2020,5,29,22,82.76817212
2005,2007,2020,5,29,23,100.211963
2005,2007,2020,5,30,0,69.12233242
2005,2007,2020,5,30,1,88.87370444
2005,2007,2020,5,30,4,67.35010908
2005,2007,2020,5,30,5,95.05055721
2005,2007,2020,5,30,6,87.90920528
2005,2007,2020,5,30,7,87.03705284
2005,2007,2020,5,30,8,87.8135777
2005,2007,2020,5,30,9,87.84314972
2005,2007,2020,5,30,10,85.2673249
2005,2007,2020,5,30,11,88.10040584
2005,2007,2020,5,30,12,86.25693917
2005,2007,2020,5,30,13,86.36024528
2005,2007,2020,5,30,14,87.38239953
2005,2007,2020,5,30,15,85.79909674
2005,2007,2020,5,30,16,80.49472349
2005,2007,2020,5,30,17,79.41461047
2005,2007,2020,5,30,18,81.57098876
2005,2007,2020,5,30,19,86.88815578
2005,2007,2020,5,30,20,85.05749109
2005,2007,2020,5,30,21,85.77478076
2005,2007,2020,5,30,22,85.93431839
2005,2007,2020,5,30,23,80.32648061
2005,2007,2020,5,31,0,86.2341423
2005,2007,2020,5,31,2,60.39885476
2005,2007,2020,5,31,3,45.26217009
2005,2007,2020,5,31,5,72.34383315
2005,2007,2020,5,31,6,85.4296955
2005,2007,2020,5,31,7,91.50780411
2005,2007,2020,5,31,8,90.02473929
2005,2007,2020,5,31,9,83.55154547
2005,2007,2020,5,31,10,81.54086982
2005,2007,2020,5,31,11,81.64627015
2005,2007,2020,5,31,12,82.54954118
2005,2007,2020,5,31,13,87.96837722
2005,2007,2020,5,31,14,86.94232868
2005,2007,2020,5,31,15,86.47207616
2005,2007,2020,5,31,16,82.47634325
2005,2007,2020,5,31,17,87.50303932
2005,2007,2020,5,31,18,91.65846450000001
2005,2007,2020,5,31,19,86.74494887
2005,2007,2020,5,31,20,81.7137452
2005,2007,2020,5,31,21,83.82096194
2005,2007,2020,5,31,22,78.67221003
2005,2007,2020,5,31,23,96.11620103
2005,101001,2020,5,2,8,107.77980079999999
2005,101001,2020,5,5,22,2.3519851000000003
2005,101001,2020,5,5,23,80.09429177
2005,101001,2020,5,6,0,96.46725243
2005,101001,2020,5,6,1,51.89671233
2005,101001,2020,5,6,2,63.99425675
2005,101001,2020,5,6,5,72.98339195
2005,101001,2020,5,6,6,77.89772372
2005,101001,2020,5,6,7,83.18351221
2005,101001,2020,5,6,8,85.84074003
2005,101001,2020,5,6,9,69.88281486
2005,101001,2020,5,6,10,77.57708355
2005,101001,2020,5,6,11,78.23353799
2005,101001,2020,5,6,12,65.49827251
2005,101001,2020,5,6,13,79.40870472
2005,101001,2020,5,6,14,89.56140807
2005,101001,2020,5,6,15,94.33623992
2005,101001,2020,5,6,16,79.6263335
2005,101001,2020,5,6,17,85.07442708
2005,101001,2020,5,6,18,98.89794941
2005,101001,2020,5,6,19,88.06349922
2005,101001,2020,5,6,20,89.77640667
2005,101001,2020,5,6,21,77.3644111
2005,101001,2020,5,6,22,79.02693069
2005,101001,2020,5,6,23,93.31182266
2005,101001,2020,5,7,0,83.01013545
2005,101001,2020,5,7,5,79.66911391
2005,101001,2020,5,7,6,96.73715972
2005,101001,2020,5,7,7,96.04861573
2005,101001,2020,5,7,8,89.30137928
2005,101001,2020,5,7,9,90.60491659
2005,101001,2020,5,7,10,80.14576842
2005,101001,2020,5,7,11,83.37509783
2005,101001,2020,5,7,12,82.46001179
2005,101001,2020,5,7,13,85.86878249
2005,101001,2020,5,7,14,87.38289074
2005,101001,2020,5,7,15,82.44431347
2005,101001,2020,5,7,16,80.37777709999999
2005,101001,2020,5,7,17,84.73258637
2005,101001,2020,5,7,18,91.86528114
2005,101001,2020,5,7,19,83.16061445
2005,101001,2020,5,7,20,87.82834161
2005,101001,2020,5,7,21,71.80575397
2005,101001,2020,5,7,22,89.57282817
2005,101001,2020,5,7,23,98.81167255
2005,101001,2020,5,8,0,93.72842062
2005,101001,2020,5,8,6,93.75286268
2005,101001,2020,5,8,7,93.54568958
2005,101001,2020,5,8,8,95.41714135
2005,101001,2020,5,8,9,84.62037609999999
2005,101001,2020,5,8,10,82.14143879
2005,101001,2020,5,8,11,84.19272218
2005,101001,2020,5,8,12,93.49024653
2005,101001,2020,5,8,13,91.62045589
2005,101001,2020,5,8,14,79.49683435
2005,101001,2020,5,8,15,82.63724681
2005,101001,2020,5,8,16,75.51587599
2005,101001,2020,5,8,17,64.02492978
2005,101001,2020,5,8,18,66.14414051
2005,101001,2020,5,8,19,94.70763345
2005,101001,2020,5,8,20,84.19376465
2005,101001,2020,5,8,21,91.54297071
2005,101001,2020,5,8,22,89.52079027
2005,101001,2020,5,8,23,92.84499429
2005,101001,2020,5,9,1,104.2217331
2005,101001,2020,5,9,3,69.72299659
2005,101001,2020,5,9,5,74.57598426
2005,101001,2020,5,9,6,98.1178193
2005,101001,2020,5,9,7,104.5131948
2005,101001,2020,5,9,8,102.75126350000001
2005,101001,2020,5,9,9,97.78294197
2005,101001,2020,5,9,10,87.17559741
2005,101001,2020,5,9,11,89.44367156
2005,101001,2020,5,9,12,94.65577908
2005,101001,2020,5,9,13,76.70332427
2005,101001,2020,5,9,14,83.24902557
2005,101001,2020,5,9,15,92.56574499
2005,101001,2020,5,9,16,81.44926540000002
2005,101001,2020,5,9,17,94.29572858
2005,101001,2020,5,9,18,85.43811762
2005,101001,2020,5,9,19,67.10841307
2005,101001,2020,5,9,20,95.72531393
2005,101001,2020,5,9,21,82.15145517
2005,101001,2020,5,9,22,102.4623358
2005,101001,2020,5,9,23,87.49033287
2005,101001,2020,5,10,0,89.81808222
2005,101001,2020,5,10,4,84.37550112
2005,101001,2020,5,10,6,84.9389498
2005,101001,2020,5,10,7,79.57178467
2005,101001,2020,5,10,8,93.32167021
2005,101001,2020,5,10,9,85.44785301
2005,101001,2020,5,10,10,72.36192619
2005,101001,2020,5,10,11,80.89175094
2005,101001,2020,5,10,12,75.16562473
2005,101001,2020,5,10,13,91.95513104
2005,101001,2020,5,10,14,82.59363457
2005,101001,2020,5,10,15,85.9942988
2005,101001,2020,5,10,16,78.16419867
2005,101001,2020,5,10,17,80.61663748
2005,101001,2020,5,10,18,74.72242912
2005,101001,2020,5,10,19,81.17586369
2005,101001,2020,5,10,20,64.99512924
2005,101001,2020,5,10,21,92.41310995
2005,101001,2020,5,10,22,90.74987709
2005,101001,2020,5,10,23,97.4577616
2005,101001,2020,5,11,0,2.688471774
2005,101001,2020,5,11,5,92.30334498
2005,101001,2020,5,11,6,82.19001046
2005,101001,2020,5,11,7,91.47464906
2005,101001,2020,5,11,8,91.97798597
2005,101001,2020,5,11,9,83.92821529999999
2005,101001,2020,5,11,10,93.63412424
