qidian,zhongdian,tian,xiaoshi,avg_sudu,cheliuliang
102004,780067,2021/7/4,17,55.774,40
102004,780067,2021/7/4,18,60.152,40
102004,780067,2021/7/4,19,57.322,37
102004,780067,2021/7/4,20,57.973,46
102004,780067,2021/7/4,21,55.539,36
102004,780067,2021/7/4,22,58.986,13
102004,780067,2021/7/4,23,73.065,2
102004,780067,2021/7/5,1,59.77,6
102004,780067,2021/7/5,3,55.702,5
102004,780067,2021/7/5,4,52.673,3
102004,780067,2021/7/5,5,60.462,12
102004,780067,2021/7/5,6,67.002,12
102004,780067,2021/7/5,7,59.724,16
102004,780067,2021/7/5,8,63.371,23
102004,780067,2021/7/5,9,59.411,35
102004,780067,2021/7/5,10,61.74,33
102004,780067,2021/7/5,11,59.375,42
102004,780067,2021/7/5,12,60.576,36
102004,780067,2021/7/5,13,59.119,37
102004,780067,2021/7/5,14,58.958,34
102004,780067,2021/7/5,15,60.017,34
102004,780067,2021/7/5,16,59.565,38
102004,780067,2021/7/5,17,59.895,28
102004,780067,2021/7/5,18,58.437,37
102004,780067,2021/7/5,19,54.844,28
102004,780067,2021/7/5,20,63.322,17
102004,780067,2021/7/5,21,55.831,22
102004,780067,2021/7/5,22,59.816,14
102004,780067,2021/7/5,23,55.577,7
102004,780067,2021/7/6,0,52.431,4
102004,780067,2021/7/6,1,40.406,3
102004,780067,2021/7/6,3,56.222,2
102004,780067,2021/7/6,4,69.266,1
102004,780067,2021/7/6,5,63.833,11
102004,780067,2021/7/6,6,56.014,14
102004,780067,2021/7/6,7,61.494,15
102004,780067,2021/7/6,8,58.781,20
102004,780067,2021/7/6,9,61.666,25
102004,780067,2021/7/6,10,59.445,33
102004,780067,2021/7/6,11,57.688,31
102004,780067,2021/7/6,12,59.414,32
102004,780067,2021/7/6,13,57.435,30
102004,780067,2021/7/6,14,53.217,44
102004,780067,2021/7/6,15,61.103,26
102004,780067,2021/7/6,16,58.392,32
102004,780067,2021/7/6,17,56.943,34
102004,780067,2021/7/6,18,57.628,35
102004,780067,2021/7/6,19,58.965,28
102004,780067,2021/7/6,20,52.14,25
102004,780067,2021/7/6,21,56.216,30
102004,780067,2021/7/6,22,50.594,14
102004,780067,2021/7/6,23,55.367,9
102004,780067,2021/7/7,0,59.095,6
102004,780067,2021/7/7,1,62.402,6
102004,780067,2021/7/7,2,61.308,3
102004,780067,2021/7/7,3,31.557,2
102004,780067,2021/7/7,4,51.222,2
102004,780067,2021/7/7,5,62.827,9
102004,780067,2021/7/7,6,61.617,13
102004,780067,2021/7/7,7,60.925,18
102004,780067,2021/7/7,8,62.804,20
102004,780067,2021/7/7,9,55.406,22
102004,780067,2021/7/7,10,54.882,43
102004,780067,2021/7/7,11,59.252,33
102004,780067,2021/7/7,12,59.746,40
102004,780067,2021/7/7,13,53.782,36
102004,780067,2021/7/7,14,59.015,34
102004,780067,2021/7/7,15,54.931,25
102004,780067,2021/7/7,16,55.325,35
102004,780067,2021/7/7,17,56.15,30
102004,780067,2021/7/7,18,58.25,40
102004,780067,2021/7/7,19,57.239,31
102004,780067,2021/7/7,20,56.064,38
102004,780067,2021/7/7,21,55.58,25
102004,780067,2021/7/7,22,51.935,17
102004,780067,2021/7/7,23,45.01,7
102004,780067,2021/7/8,0,54.685,11
102004,780067,2021/7/8,1,54.084,4
102004,780067,2021/7/8,2,59.615,4
102004,780067,2021/7/8,3,68.154,3
102004,780067,2021/7/8,4,60.068,4
102004,780067,2021/7/8,5,61.229,9
102004,780067,2021/7/8,6,55.587,9
102004,780067,2021/7/8,7,54.81,19
102004,780067,2021/7/8,8,56.869,24
102004,780067,2021/7/8,9,60.755,26
102004,780067,2021/7/8,10,57.088,36
102004,780067,2021/7/8,11,59.686,32
102004,780067,2021/7/8,12,56.942,40
102004,780067,2021/7/8,13,58.107,30
102004,780067,2021/7/8,14,52.94,36
102004,780067,2021/7/8,15,54.705,35
102004,780067,2021/7/8,16,54.08,38
102004,780067,2021/7/8,17,56.619,46
102004,780067,2021/7/8,18,56.622,48
102004,780067,2021/7/8,19,54.358,26
102004,780067,2021/7/8,20,54.971,35
102004,780067,2021/7/8,21,49.25,26
102004,780067,2021/7/8,22,49.331,11
102004,780067,2021/7/8,23,44.208,10
102004,780067,2021/7/9,0,51.839,8
102004,780067,2021/7/9,1,39.952,6
102004,780067,2021/7/9,2,51.662,3
102004,780067,2021/7/9,4,58.477,3
102004,780067,2021/7/9,5,60.188,9
102004,780067,2021/7/9,6,54.655,15
102004,780067,2021/7/9,7,59.155,21
102004,780067,2021/7/9,8,56.271,31
102004,780067,2021/7/9,9,53.85,26
102004,780067,2021/7/9,10,57.268,43
102004,780067,2021/7/9,11,58.647,29
102004,780067,2021/7/9,12,55.208,41
102004,780067,2021/7/9,13,53.203,27
102004,780067,2021/7/9,14,52.197,29
102004,780067,2021/7/9,15,55.571,31
102004,780067,2021/7/9,16,52.052,42
102004,780067,2021/7/9,17,58.06,39
102004,780067,2021/7/9,18,56.151,30
102004,780067,2021/7/9,19,54.413,23
102004,780067,2021/7/9,20,53.717,38
102004,780067,2021/7/9,21,54.078,40
102004,780067,2021/7/9,22,53.677,24
102004,780067,2021/7/9,23,53.657,12
102004,780067,2021/7/10,0,49.932,3
102004,780067,2021/7/10,1,65.08,5
102004,780067,2021/7/10,2,57.356,3
102004,780067,2021/7/10,4,44.315,4
102004,780067,2021/7/10,5,53.027,10
102004,780067,2021/7/10,6,59.09,16
102004,780067,2021/7/10,7,50.349,13
102004,780067,2021/7/10,8,51.521,27
102004,780067,2021/7/10,9,54.309,18
102004,780067,2021/7/10,10,49.406,42
102004,780067,2021/7/10,11,56.44,30
102004,780067,2021/7/10,12,57.228,27
102004,780067,2021/7/10,13,51.529,41
102004,780067,2021/7/10,14,52.942,34
102004,780067,2021/7/10,15,49.366,23
102004,780067,2021/7/10,16,53.436,44
102004,780067,2021/7/10,17,52.728,42
102004,780067,2021/7/10,18,53.148,47
102004,780067,2021/7/10,19,54.85,26
102004,780067,2021/7/10,20,53.959,29
102004,780067,2021/7/10,21,47.963,29
102004,780067,2021/7/10,22,49.276,11
102004,780067,2021/7/10,23,49.889,5
102004,780067,2021/7/11,0,59.598,4
102004,780067,2021/7/11,1,50.76,8
102004,780067,2021/7/11,4,54.605,2
102004,780067,2021/7/11,5,53.333,6
102004,780067,2021/7/11,6,57.315,12
102004,780067,2021/7/11,7,58.964,13
102004,780067,2021/7/11,8,59.845,28
102004,780067,2021/7/11,9,56.94,35
102004,780067,2021/7/11,10,61.489,23
102004,780067,2021/7/11,11,64.49,30
102004,780067,2021/7/11,12,60.501,21
102004,780067,2021/7/11,13,59.877,27
102004,780067,2021/7/11,14,66.392,28
102004,780067,2021/7/11,15,59.309,27
102004,780067,2021/7/11,16,58.634,32
102004,780067,2021/7/11,17,62.267,43
102004,780067,2021/7/11,18,58.886,42
102004,780067,2021/7/11,19,57.885,33
102004,780067,2021/7/11,20,60.904,51
102004,780067,2021/7/11,21,58.851,37
102004,780067,2021/7/11,22,56.557,12
102004,780067,2021/7/11,23,44.614,13
102004,780067,2021/7/12,0,48.337,1
102004,780067,2021/7/12,1,52.622,4
102004,780067,2021/7/12,2,51.659,4
102004,780067,2021/7/12,4,27.869,2
102004,780067,2021/7/12,5,61.682,10
102004,780067,2021/7/12,6,63.871,11
102004,780067,2021/7/12,7,56.987,17
102004,780067,2021/7/12,8,59.464,23
102004,780067,2021/7/12,9,58.407,34
102004,780067,2021/7/12,10,55.881,31
102004,780067,2021/7/12,11,60.541,36
102004,780067,2021/7/12,12,60.95,26
102004,780067,2021/7/12,13,58.087,36
102004,780067,2021/7/12,14,59.128,28
102004,780067,2021/7/12,15,56.487,33
102004,780067,2021/7/12,16,62.835,26
102004,780067,2021/7/12,17,56.39,27
102004,780067,2021/7/12,18,54.79,34
102004,780067,2021/7/12,19,55.321,31
102004,780067,2021/7/12,20,56.67,40
102004,780067,2021/7/12,21,53.164,29
102004,780067,2021/7/12,22,53.412,20
102004,780067,2021/7/12,23,44.568,10
102004,780067,2021/7/13,0,49.307,5
102004,780067,2021/7/13,1,49.486,5
102004,780067,2021/7/13,2,43.069,1
102004,780067,2021/7/13,4,44.099,2
102004,780067,2021/7/13,5,56.304,6
102004,780067,2021/7/13,6,56.094,9
102004,780067,2021/7/13,7,59.651,12
102004,780067,2021/7/13,8,58.396,23
102004,780067,2021/7/13,9,56.559,33
102004,780067,2021/7/13,10,59.171,29
102004,780067,2021/7/13,11,58.141,37
102004,780067,2021/7/13,12,61.372,33
102004,780067,2021/7/13,13,59.115,50
102004,780067,2021/7/13,14,59.751,26
102004,780067,2021/7/13,15,53.637,34
102004,780067,2021/7/13,16,55.181,21
102004,780067,2021/7/13,17,53.101,33
102004,780067,2021/7/13,18,57.148,44
102004,780067,2021/7/13,19,57.324,34
102004,780067,2021/7/13,20,54.924,27
102004,780067,2021/7/13,21,51.463,29
102004,780067,2021/7/13,22,57.459,19
102004,780067,2021/7/13,23,51.602,9
102004,780067,2021/7/14,0,49.252,5
102004,780067,2021/7/14,1,57.013,4
102004,780067,2021/7/14,2,49.403,1
102004,780067,2021/7/14,3,45.721,5
102004,780067,2021/7/14,4,57.415,2
102004,780067,2021/7/14,5,58.858,7
102004,780067,2021/7/14,6,61.746,9
102004,780067,2021/7/14,7,53.516,16
102004,780067,2021/7/14,8,61.178,19
102004,780067,2021/7/14,9,52.596,27
102004,780067,2021/7/14,10,58.943,20
102004,780067,2021/7/14,11,52.641,37
102004,780067,2021/7/14,12,55.542,25
102004,780067,2021/7/14,13,55.405,33
102004,780067,2021/7/14,14,57.886,34
102004,780067,2021/7/14,15,60.415,26
102004,780067,2021/7/14,16,54.782,40
102004,780067,2021/7/14,17,57.53,35
102004,780067,2021/7/14,18,54.166,38
102004,780067,2021/7/14,19,54.637,22
102004,780067,2021/7/14,20,55.874,40
102004,780067,2021/7/14,21,45.321,23
102004,780067,2021/7/14,22,52.536,15
102004,780067,2021/7/14,23,41.613,9
102004,780067,2021/7/15,0,42.199,5
102004,780067,2021/7/15,1,47.104,6
102004,780067,2021/7/15,3,36.906,6
102004,780067,2021/7/15,4,51.247,7
102004,780067,2021/7/15,5,62.158,8
102004,780067,2021/7/15,6,57.944,8
102004,780067,2021/7/15,7,57.87,19
102004,780067,2021/7/15,8,57.149,17
102004,780067,2021/7/15,9,54.852,39
102004,780067,2021/7/15,10,56.967,27
102004,780067,2021/7/15,11,56.183,39
102004,780067,2021/7/15,12,54.303,26
102004,780067,2021/7/15,13,56.773,36
102004,780067,2021/7/15,14,56.122,38
102004,780067,2021/7/15,15,60.14,27
102004,780067,2021/7/15,16,53.2,38
102004,780067,2021/7/15,17,59.053,30
102004,780067,2021/7/15,18,58.667,39
102004,780067,2021/7/15,19,53.375,39
102004,780067,2021/7/15,20,53.743,27
102004,780067,2021/7/15,21,52.949,28
102004,780067,2021/7/15,22,52.906,22
102004,780067,2021/7/15,23,41.664,10
102004,780067,2021/7/16,0,44.619,8
102004,780067,2021/7/16,1,52.833,8
102004,780067,2021/7/16,2,49.888,7
102004,780067,2021/7/16,3,55.895,3
102004,780067,2021/7/16,4,44.495,1
102004,780067,2021/7/16,5,59.376,8
102004,780067,2021/7/16,6,61.643,15
102004,780067,2021/7/16,7,54.585,23
102004,780067,2021/7/16,8,58.433,31
102004,780067,2021/7/16,9,52.911,36
102004,780067,2021/7/16,10,56.012,34
102004,780067,2021/7/16,11,60.524,28
102004,780067,2021/7/16,12,62.337,33
102004,780067,2021/7/16,13,57.934,35
102004,780067,2021/7/16,14,70.269,32
102004,780067,2021/7/16,15,66.316,25
102004,780067,2021/7/16,16,60.043,39
102004,780067,2021/7/16,17,69.795,37
102004,780067,2021/7/16,18,68.997,28
102004,780067,2021/7/16,19,70.072,32
102004,780067,2021/7/16,20,69.129,36
102004,780067,2021/7/16,21,61.105,22
102004,780067,2021/7/16,22,62.608,7
102004,780067,2021/7/20,10,59.357,8
102004,780067,2021/7/20,11,64.717,43
102004,780067,2021/7/20,12,61.051,33
102004,780067,2021/7/20,13,64.487,28
102004,780067,2021/7/20,14,65.157,41
102004,780067,2021/7/20,15,63.194,40
102004,780067,2021/7/20,16,67.006,43
102004,780067,2021/7/20,17,62.287,51
102004,780067,2021/7/20,18,59.005,47
102004,780067,2021/7/20,19,62.814,36
102004,780067,2021/7/20,20,59.516,55
102004,780067,2021/7/20,21,62.768,44
102004,780067,2021/7/20,22,62.491,17
102004,780067,2021/7/20,23,53.298,8
102004,780067,2021/7/21,0,42.715,4
102004,780067,2021/7/21,1,75.492,1
102004,780067,2021/7/21,2,55.771,2
102004,780067,2021/7/21,3,74.754,2
102004,780067,2021/7/21,4,67.36,7
102004,780067,2021/7/21,5,67.576,15
102004,780067,2021/7/21,6,71.886,10
102004,780067,2021/7/21,7,71.958,17
102004,780067,2021/7/21,8,60.192,23
102004,780067,2021/7/21,9,66.519,41
102004,780067,2021/7/21,10,62.924,29
102004,780067,2021/7/21,11,60.082,33
102004,780067,2021/7/21,12,62.893,37
102004,780067,2021/7/21,13,61.86,36
102004,780067,2021/7/21,14,63.733,39
102004,780067,2021/7/21,15,62.317,36
102004,780067,2021/7/21,16,61.98,35
102004,780067,2021/7/21,17,66.362,30
102004,780067,2021/7/21,18,67.716,42
102004,780067,2021/7/21,19,67.044,43
102004,780067,2021/7/21,20,67.478,36
102004,780067,2021/7/21,21,60.842,40
102004,780067,2021/7/21,22,64.067,15
102004,780067,2021/7/21,23,53.607,6
102004,780067,2021/7/22,0,62.472,10
102004,780067,2021/7/22,1,65.659,3
102004,780067,2021/7/22,2,53.482,4
102004,780067,2021/7/22,3,70.523,5
102004,780067,2021/7/22,4,61.885,5
102004,780067,2021/7/22,5,68.132,12
102004,780067,2021/7/22,6,69.005,11
102004,780067,2021/7/22,7,67.015,19
102004,780067,2021/7/22,8,62.536,22
102004,780067,2021/7/22,9,63.998,34
102004,780067,2021/7/22,10,68.79,44
102004,780067,2021/7/22,11,60.364,45
102004,780067,2021/7/22,12,65.073,40
102004,780067,2021/7/22,13,61.072,28
102004,780067,2021/7/22,14,63.491,44
102004,780067,2021/7/22,15,61.004,24
102004,780067,2021/7/22,16,60.843,24
102004,780067,2021/7/22,17,62.872,37
102004,780067,2021/7/22,18,61.223,26
102004,780067,2021/7/22,19,59.984,35
102004,780067,2021/7/22,20,60.676,24
102004,780067,2021/7/22,21,54.302,26
102004,780067,2021/7/22,22,53.477,11
102004,780067,2021/7/22,23,61.914,13
102004,780067,2021/7/23,0,62.437,8
102004,780067,2021/7/23,1,67.188,1
102004,780067,2021/7/23,3,68.559,1
102004,780067,2021/7/23,4,56.338,3
102004,780067,2021/7/23,5,56.925,5
102004,780067,2021/7/23,6,61.553,7
102004,780067,2021/7/23,7,65.699,13
102004,780067,2021/7/23,8,61.22,23
102004,780067,2021/7/23,9,60.522,27
102004,780067,2021/7/23,10,57.752,35
102004,780067,2021/7/23,11,67.357,27
102004,780067,2021/7/23,12,61.924,25
102004,780067,2021/7/23,13,61.014,34
102004,780067,2021/7/23,14,63.435,31
102004,780067,2021/7/23,15,56.493,33
102004,780067,2021/7/23,16,61.882,43
102004,780067,2021/7/23,17,61.941,34
102004,780067,2021/7/23,18,61.64,26
102004,780067,2021/7/23,19,60.259,21
102004,780067,2021/7/23,20,60.289,31
102004,780067,2021/7/23,21,58.18,17
102004,780067,2021/7/23,22,43.542,11
102004,780067,2021/7/23,23,54.09,5
102004,780067,2021/7/24,0,58.148,12
102004,780067,2021/7/24,1,54.624,1
102004,780067,2021/7/24,3,47.315,1
102004,780067,2021/7/24,4,61.08,1
102004,780067,2021/7/24,5,62.192,8
102004,780067,2021/7/24,6,58.715,11
102004,780067,2021/7/24,7,64.612,9
102004,780067,2021/7/24,8,61.803,15
102004,780067,2021/7/24,9,63.683,33
102004,780067,2021/7/24,10,61.16,26
102004,780067,2021/7/24,11,58.641,31
102004,780067,2021/7/24,12,60.701,18
102004,780067,2021/7/24,13,58.771,35
102004,780067,2021/7/24,14,65.552,22
102004,780067,2021/7/24,15,59.955,44
102004,780067,2021/7/24,16,62.698,37
102004,780067,2021/7/24,17,56.015,40
102004,780067,2021/7/24,18,62.03,37
102004,780067,2021/7/24,19,58.572,33
102004,780067,2021/7/24,20,55.738,32
102004,780067,2021/7/24,21,59.517,23
102004,780067,2021/7/24,22,54.078,18
102004,780067,2021/7/24,23,55.449,9
102004,780067,2021/7/25,0,52.849,9
102004,780067,2021/7/25,1,52.707,4
102004,780067,2021/7/25,2,49.689,3
102004,780067,2021/7/25,3,63.385,1
102004,780067,2021/7/25,4,49.64,2
102004,780067,2021/7/25,5,66.574,4
102004,780067,2021/7/25,6,58.933,8
102004,780067,2021/7/25,7,62.095,15
102004,780067,2021/7/25,8,65.244,19
102004,780067,2021/7/25,9,62.271,18
102004,780067,2021/7/25,10,65.289,26
102004,780067,2021/7/25,11,60.839,33
102004,780067,2021/7/25,12,61.677,30
102004,780067,2021/7/25,13,55.01,35
102004,780067,2021/7/25,14,60.399,19
102004,780067,2021/7/25,15,60.26,37
102004,780067,2021/7/25,16,57.881,28
102004,780067,2021/7/25,17,55.708,34
102004,780067,2021/7/25,18,59.862,41
102004,780067,2021/7/25,19,59.112,34
102004,780067,2021/7/25,20,57.821,32
102004,780067,2021/7/25,21,53.526,25
102004,780067,2021/7/25,22,55.942,11
102004,780067,2021/7/25,23,49.578,5
102004,780067,2021/7/26,0,56.205,10
102004,780067,2021/7/26,1,46.776,3
102004,780067,2021/7/26,2,45.093,1
102004,780067,2021/7/26,4,44.036,4
102004,780067,2021/7/26,5,61.703,6
102004,780067,2021/7/26,6,64.057,9
102004,780067,2021/7/26,7,62.187,14
102004,780067,2021/7/26,8,57.588,27
102004,780067,2021/7/26,9,60.017,28
102004,780067,2021/7/26,10,54.935,28
102004,780067,2021/7/26,11,52.306,32
102004,780067,2021/7/26,12,51.52,36
102004,780067,2021/7/26,13,55.931,34
102004,780067,2021/7/26,14,60.621,23
102004,780067,2021/7/26,15,52.611,18
102004,780067,2021/7/26,16,58.054,32
102004,780067,2021/7/26,17,59.598,40
102004,780067,2021/7/26,18,58.618,30
102004,780067,2021/7/26,19,58.55,20
102004,780067,2021/7/26,20,54.554,26
102004,780067,2021/7/26,21,52.247,17
102004,780067,2021/7/26,22,55.665,16
102004,780067,2021/7/26,23,53.211,7
102004,780067,2021/7/27,0,64.657,7
102004,780067,2021/7/27,1,46.263,3
102004,780067,2021/7/27,2,44.46,2
102004,780067,2021/7/27,4,62.062,3
102004,780067,2021/7/27,5,62.608,9
102004,780067,2021/7/27,6,61.339,15
102004,780067,2021/7/27,7,60.198,14
102004,780067,2021/7/27,8,66.607,21
102004,780067,2021/7/27,9,60.94,28
102004,780067,2021/7/27,10,61.339,31
102004,780067,2021/7/27,11,58.517,31
102004,780067,2021/7/27,12,61.421,31
102004,780067,2021/7/27,13,58.907,33
102004,780067,2021/7/27,14,54.153,38
102004,780067,2021/7/27,15,52.131,35
102004,780067,2021/7/27,16,58.923,30
102004,780067,2021/7/27,17,59.344,25
102004,780067,2021/7/27,18,60.026,34
102004,780067,2021/7/27,19,58.869,23
102004,780067,2021/7/27,20,60.253,22
102004,780067,2021/7/27,21,54.631,22
102004,780067,2021/7/27,22,52.355,15
102004,780067,2021/7/27,23,58.481,8
102004,780067,2021/7/28,0,51.502,10
102004,780067,2021/7/28,1,58.707,2
102004,780067,2021/7/28,3,41.732,1
102004,780067,2021/7/28,4,48.714,2
102004,780067,2021/7/28,5,59.221,9
102004,780067,2021/7/28,6,62.638,11
102004,780067,2021/7/28,7,57.569,16
102004,780067,2021/7/28,8,63.642,22
102004,780067,2021/7/28,9,59.978,27
102004,780067,2021/7/28,10,55.543,23
102004,780067,2021/7/28,11,58.998,35
102004,780067,2021/7/28,12,55.081,26
102004,780067,2021/7/28,13,57.428,26
102004,780067,2021/7/28,14,55.596,45
102004,780067,2021/7/28,15,58.766,37
102004,780067,2021/7/28,16,56.23,16
102004,780067,2021/7/28,17,55.999,34
102004,780067,2021/7/28,18,55.556,31
102004,780067,2021/7/28,19,53.473,28
102004,780067,2021/7/28,20,55.551,31
102004,780067,2021/7/28,21,52.536,36
102004,780067,2021/7/28,22,58.1,8
102004,780067,2021/7/28,23,45.058,8
102004,780067,2021/7/29,0,43.49,5
102004,780067,2021/7/29,1,56.422,7
102004,780067,2021/7/29,2,67.188,1
102004,780067,2021/7/29,3,48.337,1
102004,780067,2021/7/29,4,59.067,2
102004,780067,2021/7/29,5,50.948,11
102004,780067,2021/7/29,6,59.022,18
102004,780067,2021/7/29,7,51.052,17
102004,780067,2021/7/29,8,56.989,30
102004,780067,2021/7/29,9,56.269,20
102004,780067,2021/7/29,10,49.699,31
102004,780067,2021/7/29,11,60.451,23
102004,780067,2021/7/29,12,57.324,28
102004,780067,2021/7/29,13,60.624,26
102004,780067,2021/7/29,14,59.332,30
102004,780067,2021/7/29,15,57.111,28
102004,780067,2021/7/29,16,56.286,28
102004,780067,2021/7/29,17,54.758,23
102004,780067,2021/7/29,18,57.301,30
102004,780067,2021/7/29,19,57.845,42
102004,780067,2021/7/29,20,51.687,36
102004,780067,2021/7/29,21,42.472,9
102004,780067,2021/7/29,22,55.026,13
102004,780067,2021/7/29,23,50.006,6
102004,780067,2021/7/30,0,43.342,13
102004,780067,2021/7/30,1,55.985,5
102004,780067,2021/7/30,2,56.79,4
102004,780067,2021/7/30,3,62.211,1
102004,780067,2021/7/30,4,66.869,2
102004,780067,2021/7/30,5,53.346,10
102004,780067,2021/7/30,6,60.43,18
102004,780067,2021/7/30,7,58.573,18
102004,780067,2021/7/30,8,58.269,30
102004,780067,2021/7/30,9,59.507,20
102004,780067,2021/7/30,10,55.819,21
102004,780067,2021/7/30,11,55.631,21
102004,780067,2021/7/30,12,51.093,31
102004,780067,2021/7/30,13,54.973,30
102004,780067,2021/7/30,14,57.04,35
102004,780067,2021/7/30,15,57.053,30
102004,780067,2021/7/30,16,59.671,22
102004,780067,2021/7/30,17,54.929,36
102004,780067,2021/7/30,18,53.692,26
102004,780067,2021/7/30,19,54.682,33
102004,780067,2021/7/30,20,56.552,27
102004,780067,2021/7/30,21,59.934,19
102004,780067,2021/7/30,22,55.273,13
102004,780067,2021/7/30,23,50.248,11
102004,780067,2021/7/31,0,47.624,6
102004,780067,2021/7/31,1,46.812,2
102004,780067,2021/7/31,2,61.216,3
102004,780067,2021/7/31,3,63.988,1
102004,780067,2021/7/31,4,60.772,2
102004,780067,2021/7/31,5,50.591,6
102004,780067,2021/7/31,6,53.375,10
102004,780067,2021/7/31,7,56.086,29
102004,780067,2021/7/31,8,59.088,16
102004,780067,2021/7/31,9,56.912,29
102004,780067,2021/7/31,10,56.517,24
102004,780067,2021/7/31,11,57.54,32
102004,780067,2021/7/31,12,56.439,30
102004,780067,2021/7/31,13,52.773,40
102004,780067,2021/7/31,14,55.744,40
102004,780067,2021/7/31,15,56.758,34
102004,780067,2021/7/31,16,55.61,44
102004,780067,2021/7/31,17,54.665,38
102004,780067,2021/7/31,18,54.576,41
102004,780067,2021/7/31,19,58.276,27
102004,780067,2021/7/31,20,53.865,33
102004,780067,2021/7/31,21,49.765,23
102004,780067,2021/7/31,22,54.582,19
102004,780067,2021/7/31,23,53.828,7
102004,780067,2021/8/1,0,54,7
102004,780067,2021/8/1,1,55.921,3
102004,780067,2021/8/1,2,43.069,1
102004,780067,2021/8/1,4,56.026,4
102004,780067,2021/8/1,5,51.695,10
102004,780067,2021/8/1,6,56.418,19
102004,780067,2021/8/1,7,56.207,23
102004,780067,2021/8/1,8,55.332,23
102004,780067,2021/8/1,9,55.399,23
102004,780067,2021/8/1,10,56.133,28
102004,780067,2021/8/1,11,56.856,28
102004,780067,2021/8/1,12,56.074,22
102004,780067,2021/8/1,13,46.565,23
102004,780067,2021/8/1,14,54.987,35
102004,780067,2021/8/1,15,56.469,27
102004,780067,2021/8/1,16,57.636,21
102004,780067,2021/8/1,17,59.518,30
102004,780067,2021/8/1,18,58.124,28
102004,780067,2021/8/1,19,60.372,23
102004,780067,2021/8/1,20,51.332,21
102004,780067,2021/8/1,21,49.658,21
102004,780067,2021/8/1,22,54.693,13
102004,780067,2021/8/1,23,52.233,5
102004,780067,2021/8/2,0,44.65,4
102004,780067,2021/8/2,1,57.946,2
102004,780067,2021/8/2,2,45.206,3
102004,780067,2021/8/2,3,53.68,2
102004,780067,2021/8/2,4,52.368,6
102004,780067,2021/8/2,5,54.207,7
102004,780067,2021/8/2,6,55.244,5
102004,780067,2021/8/2,7,55.996,15
102004,780067,2021/8/2,8,60.982,16
102004,780067,2021/8/2,9,53.956,29
102004,780067,2021/8/2,10,50.306,39
102004,780067,2021/8/2,11,56.831,22
102004,780067,2021/8/2,12,55.308,23
102004,780067,2021/8/2,13,57.841,25
102004,780067,2021/8/2,14,57.138,15
102004,780067,2021/8/2,15,57.048,21
102004,780067,2021/8/2,16,58.422,25
102004,780067,2021/8/2,17,57.964,25
102004,780067,2021/8/2,18,58.725,19
102004,780067,2021/8/2,19,53.33,23
102004,780067,2021/8/2,20,55.349,21
102004,780067,2021/8/2,21,50.596,9
102004,780067,2021/8/2,22,49.517,9
102004,780067,2021/8/2,23,44.224,7
102004,780067,2021/8/3,0,47.888,2
102004,780067,2021/8/3,1,53.009,3
102004,780067,2021/8/3,2,54.232,5
102004,780067,2021/8/3,4,45.249,2
102004,780067,2021/8/3,5,45.788,7
102004,780067,2021/8/3,6,54.734,8
102004,780067,2021/8/3,7,54.383,12
102004,780067,2021/8/3,8,57.65,20
102004,780067,2021/8/3,9,51.344,28
102004,780067,2021/8/3,10,42.332,24
102004,780067,2021/8/3,11,54.305,31
102004,780067,2021/8/3,12,49.192,10
102004,780067,2021/8/3,13,52.332,17
102004,780067,2021/8/3,14,48.995,21
102004,780067,2021/8/3,15,50.685,16
102004,780067,2021/8/3,16,47.176,7
102004,780067,2021/8/3,17,51.782,26
102004,780067,2021/8/3,18,54.478,25
102004,780067,2021/8/3,19,54.058,24
102004,780067,2021/8/3,20,49.367,20
102004,780067,2021/8/3,21,52.245,15
102004,780067,2021/8/3,22,49.382,5
102004,780067,2021/8/3,23,34.737,5
102004,780067,2021/8/4,0,58.022,4
102004,780067,2021/8/4,1,52.965,5
102004,780067,2021/8/4,2,50.517,1
102004,780067,2021/8/4,4,48.476,2
102004,780067,2021/8/4,5,80.949,1
102004,780067,2021/8/4,6,78.78,3
102004,780067,2021/8/4,7,68.172,14
102004,780067,2021/8/4,8,68.333,23
102004,780067,2021/8/4,9,52.697,13
102004,780067,2021/8/4,10,63.788,19
102004,780067,2021/8/4,11,56.445,25
102004,780067,2021/8/4,12,61.505,22
102004,780067,2021/8/4,13,60.972,27
102004,780067,2021/8/4,14,65.462,22
102004,780067,2021/8/4,15,66.034,17
102004,780067,2021/8/4,16,61.825,18
102004,780067,2021/8/4,17,65.435,13
102004,780067,2021/8/4,18,61.983,27
102004,780067,2021/8/4,19,65.883,28
102004,780067,2021/8/4,20,59.209,15
102004,780067,2021/8/4,21,58.655,11
102004,780067,2021/8/4,22,58.811,13
102004,780067,2021/8/4,23,65.466,4
102004,780067,2021/8/5,0,66.596,4
102004,780067,2021/8/5,1,53.859,3
102004,780067,2021/8/5,2,74.653,1
102004,780067,2021/8/5,4,59.458,1
102004,780067,2021/8/5,5,65.6,5
102004,780067,2021/8/5,6,67.628,7
102004,780067,2021/8/5,7,55.097,11
102004,780067,2021/8/5,8,55.694,22
102004,780067,2021/8/5,9,67.406,19
102004,780067,2021/8/5,10,63.051,15
102004,780067,2021/8/5,11,52.051,21
102004,780067,2021/8/5,12,53.362,14
102004,780067,2021/8/5,13,61.952,23
102004,780067,2021/8/5,14,60.893,14
102004,780067,2021/8/5,15,50.699,26
