qidian,zhongdian,tian,xiaoshi,avg_sudu,cheliuliang
780019,2007,2021/8/5,6,51.553,30
780019,2007,2021/8/5,7,57.07,60
780019,2007,2021/8/5,8,61.303,108
780019,2007,2021/8/5,9,57.265,109
780019,2007,2021/8/5,10,53.241,81
780019,2007,2021/8/5,11,58.505,100
780019,2007,2021/8/5,12,57.307,69
780019,2007,2021/8/5,13,55.705,88
780019,2007,2021/8/5,14,54.658,94
780019,2007,2021/8/5,15,55.573,82
780019,2007,2021/8/5,16,54.978,112
780019,2007,2021/8/5,17,55.69,118
780019,2007,2021/8/5,18,50.882,154
780019,2007,2021/8/5,19,52.147,124
780019,2007,2021/8/5,20,51.593,78
780019,2007,2021/8/5,21,55.157,55
780019,2007,2021/8/5,22,49.223,30
780019,2007,2021/8/5,23,49.479,21
780019,2007,2021/8/6,0,53.177,12
780019,2007,2021/8/6,1,41.18,6
780019,2007,2021/8/6,2,43.924,2
780019,2007,2021/8/6,3,45.435,4
780019,2007,2021/8/6,4,45.598,8
780019,2007,2021/8/6,5,43.661,6
780019,2007,2021/8/6,6,45.479,21
780019,2007,2021/8/6,7,50.603,61
780019,2007,2021/8/6,8,46.945,86
780019,2007,2021/8/6,9,47.731,102
780019,2007,2021/8/6,10,49.258,105
780019,2007,2021/8/6,11,49.012,97
780019,2007,2021/8/6,12,46.979,66
780019,2007,2021/8/6,13,47.552,99
780019,2007,2021/8/6,14,48.29,116
780019,2007,2021/8/6,15,46.965,118
780019,2007,2021/8/6,16,49.131,136
780019,2007,2021/8/6,17,48.013,186
780019,2007,2021/8/6,18,49.663,196
780019,2007,2021/8/6,19,46.704,152
780019,2007,2021/8/6,20,48.901,97
780019,2007,2021/8/6,21,49.594,43
780019,2007,2021/8/6,22,47.286,33
780019,2007,2021/8/6,23,46.924,27
780019,2007,2021/8/7,0,46.204,10
780019,2007,2021/8/7,1,46.482,5
780019,2007,2021/8/7,2,58.973,4
780019,2007,2021/8/7,4,48.349,7
780019,2007,2021/8/7,5,52.086,4
780019,2007,2021/8/7,6,46.579,21
780019,2007,2021/8/7,7,51.291,62
780019,2007,2021/8/7,8,51.738,96
780019,2007,2021/8/7,9,51.168,105
780019,2007,2021/8/7,10,50.086,113
780019,2007,2021/8/7,11,47.558,111
780019,2007,2021/8/7,12,49.504,93
780019,2007,2021/8/7,13,50.55,85
780019,2007,2021/8/7,14,47.148,97
780019,2007,2021/8/7,15,47.338,120
780019,2007,2021/8/7,16,47.158,105
780019,2007,2021/8/7,17,48.124,157
780019,2007,2021/8/7,18,46.755,151
780019,2007,2021/8/7,19,46.399,127
780019,2007,2021/8/7,20,47.909,79
780019,2007,2021/8/7,21,41.019,60
780019,2007,2021/8/7,22,45.403,38
780019,2007,2021/8/7,23,45.729,27
780019,2007,2021/8/8,0,45.706,14
780019,2007,2021/8/8,1,48.123,6
780019,2007,2021/8/8,2,48.33,6
780019,2007,2021/8/8,3,47.391,3
780019,2007,2021/8/8,4,48.711,3
780019,2007,2021/8/8,5,40.35,5
780019,2007,2021/8/8,6,56.662,17
780019,2007,2021/8/8,7,52.02,59
780019,2007,2021/8/8,8,53.299,81
780019,2007,2021/8/8,9,47.129,90
780019,2007,2021/8/8,10,52.047,98
780019,2007,2021/8/8,11,46.924,92
780019,2007,2021/8/8,12,53.333,65
780019,2007,2021/8/8,13,48.961,101
780019,2007,2021/8/8,14,50.512,129
780019,2007,2021/8/8,15,47.636,115
780019,2007,2021/8/8,16,49.627,130
780019,2007,2021/8/8,17,52.33,137
780019,2007,2021/8/8,18,49.384,162
780019,2007,2021/8/8,19,50.397,156
780019,2007,2021/8/8,20,46.695,99
780019,2007,2021/8/8,21,44.672,73
780019,2007,2021/8/8,22,48.748,39
780019,2007,2021/8/8,23,48.929,16
780019,2007,2021/8/9,0,40.992,7
780019,2007,2021/8/9,1,47.48,10
780019,2007,2021/8/9,2,61.18,2
780019,2007,2021/8/9,3,41.853,4
780019,2007,2021/8/9,4,57.186,4
780019,2007,2021/8/9,5,45.102,6
780019,2007,2021/8/9,6,45.056,29
780019,2007,2021/8/9,7,53.06,105
780019,2007,2021/8/9,8,43.018,158
780019,2007,2021/8/9,9,46.119,105
780019,2007,2021/8/9,10,47.555,101
780019,2007,2021/8/9,11,53.786,97
780019,2007,2021/8/9,12,51.003,70
780019,2007,2021/8/9,13,49.333,83
780019,2007,2021/8/9,14,50.753,88
780019,2007,2021/8/9,15,46.994,111
780019,2007,2021/8/9,16,49.598,112
780019,2007,2021/8/9,17,50.487,137
780019,2007,2021/8/9,18,50.62,156
780019,2007,2021/8/9,19,50.115,120
780019,2007,2021/8/9,20,48.09,79
780019,2007,2021/8/9,21,52.724,45
780019,2007,2021/8/9,22,50.571,26
780019,2007,2021/8/9,23,47.63,17
780019,2007,2021/8/10,0,44.183,9
780019,2007,2021/8/10,1,50.642,10
780019,2007,2021/8/10,2,46.751,2
780019,2007,2021/8/10,3,40.897,3
780019,2007,2021/8/10,4,44.234,5
780019,2007,2021/8/10,5,39.762,5
780019,2007,2021/8/10,6,52.482,27
780019,2007,2021/8/10,7,52.725,59
780019,2007,2021/8/10,8,52.818,128
780019,2007,2021/8/10,9,50.319,99
780019,2007,2021/8/10,10,51.834,105
780019,2007,2021/8/10,11,47.993,91
780019,2007,2021/8/10,12,46.956,77
780019,2007,2021/8/10,13,48.252,97
780019,2007,2021/8/10,14,51.974,88
780019,2007,2021/8/10,15,53.185,114
780019,2007,2021/8/10,16,53.885,130
780019,2007,2021/8/10,17,51.083,149
780019,2007,2021/8/10,18,45.814,162
780019,2007,2021/8/10,19,52.566,123
780019,2007,2021/8/10,20,47.924,92
780019,2007,2021/8/10,21,51.048,51
780019,2007,2021/8/10,22,53.212,33
780019,2007,2021/8/10,23,49.614,17
780019,2007,2021/8/11,0,56.003,10
780019,2007,2021/8/11,1,40.628,6
780019,2007,2021/8/11,3,52.657,1
780019,2007,2021/8/11,4,47.829,6
780019,2007,2021/8/11,5,23.229,4
780019,2007,2021/8/11,6,55.893,17
780019,2007,2021/8/11,7,55.12,63
780019,2007,2021/8/11,8,56.22,125
780019,2007,2021/8/11,9,52.155,90
780019,2007,2021/8/11,10,52.171,111
780019,2007,2021/8/11,11,54.841,85
780019,2007,2021/8/11,12,49.491,73
780019,2007,2021/8/11,13,54.338,94
780019,2007,2021/8/11,14,56.701,112
780019,2007,2021/8/11,15,51.938,107
780019,2007,2021/8/11,16,45.733,142
780019,2007,2021/8/11,17,43.689,157
780019,2007,2021/8/11,18,54.385,167
780019,2007,2021/8/11,19,53.79,132
780019,2007,2021/8/11,20,47.77,77
780019,2007,2021/8/11,21,52.854,40
780019,2007,2021/8/11,22,49.875,30
780019,2007,2021/8/11,23,51.989,15
780019,2007,2021/8/12,0,58.577,11
780019,2007,2021/8/12,1,44.095,3
780019,2007,2021/8/12,2,50.889,5
780019,2007,2021/8/12,3,36.978,3
780019,2007,2021/8/12,4,59.408,3
780019,2007,2021/8/12,5,37.685,3
780019,2007,2021/8/12,6,65.873,24
780019,2007,2021/8/12,7,47.077,96
780019,2007,2021/8/12,8,54.997,120
780019,2007,2021/8/12,9,52.226,83
780019,2007,2021/8/12,10,51.242,105
780019,2007,2021/8/12,11,56.007,106
780019,2007,2021/8/12,12,55.564,78
780019,2007,2021/8/12,13,52.539,97
780019,2007,2021/8/12,14,55.356,104
780019,2007,2021/8/12,15,53.483,108
780019,2007,2021/8/12,16,51.532,117
780019,2007,2021/8/12,17,53.128,138
780019,2007,2021/8/12,18,52.818,151
780019,2007,2021/8/12,19,58.782,126
780019,2007,2021/8/12,20,50.168,83
780019,2007,2021/8/12,21,48.877,40
780019,2007,2021/8/12,22,52.141,27
780019,2007,2021/8/12,23,53.301,18
780019,2007,2021/8/13,0,47.153,12
780019,2007,2021/8/13,1,51.538,9
780019,2007,2021/8/13,2,54.216,4
780019,2007,2021/8/13,3,42.054,4
780019,2007,2021/8/13,4,40.251,6
780019,2007,2021/8/13,5,47.066,9
780019,2007,2021/8/13,6,49.319,29
780019,2007,2021/8/13,7,51.24,71
780019,2007,2021/8/13,8,55.597,100
780019,2007,2021/8/13,9,53.853,104
780019,2007,2021/8/13,10,52.663,124
780019,2007,2021/8/13,11,51.572,106
780019,2007,2021/8/13,12,49.638,101
780019,2007,2021/8/13,13,53.58,109
780019,2007,2021/8/13,14,50.142,118
780019,2007,2021/8/13,15,49.289,126
780019,2007,2021/8/13,16,49.119,161
780019,2007,2021/8/13,17,49.413,176
780019,2007,2021/8/13,18,48.746,229
780019,2007,2021/8/13,19,48.965,212
780019,2007,2021/8/13,20,42.767,99
780019,2007,2021/8/13,21,49.019,72
780019,2007,2021/8/13,22,40.259,53
780019,2007,2021/8/13,23,39.02,26
780019,2007,2021/8/14,0,40.093,8
780019,2007,2021/8/14,1,48.491,5
780019,2007,2021/8/14,2,47.933,7
780019,2007,2021/8/14,3,45.652,6
780019,2007,2021/8/14,4,41.39,9
780019,2007,2021/8/14,5,33.042,6
780019,2007,2021/8/14,6,47.438,35
780019,2007,2021/8/14,7,46.552,58
780019,2007,2021/8/14,8,50.068,96
780019,2007,2021/8/14,9,49.222,123
780019,2007,2021/8/14,10,46.429,150
780019,2007,2021/8/14,11,51.579,116
780019,2007,2021/8/14,12,47.645,109
780019,2007,2021/8/14,13,46.027,113
780019,2007,2021/8/14,14,48.847,132
780019,2007,2021/8/14,15,43.914,131
780019,2007,2021/8/14,16,49.313,128
780019,2007,2021/8/14,17,46.886,152
780019,2007,2021/8/14,18,46.751,164
780019,2007,2021/8/14,19,50.181,148
780019,2007,2021/8/14,20,46.249,103
780019,2007,2021/8/14,21,45.467,64
780019,2007,2021/8/14,22,48.433,45
780019,2007,2021/8/14,23,45.931,27
780019,2007,2021/8/15,0,44.21,16
780019,2007,2021/8/15,1,42.168,7
780019,2007,2021/8/15,2,40.436,2
780019,2007,2021/8/15,3,52.052,5
780019,2007,2021/8/15,4,45.865,5
780019,2007,2021/8/15,5,39.467,6
780019,2007,2021/8/15,6,49.097,23
780019,2007,2021/8/15,7,45.508,77
780019,2007,2021/8/15,8,55.033,97
780019,2007,2021/8/15,9,53.423,104
780019,2007,2021/8/15,10,53.891,120
780019,2007,2021/8/15,11,54.782,110
780019,2007,2021/8/15,12,50.052,71
780019,2007,2021/8/15,13,45.993,117
780019,2007,2021/8/15,14,50.327,128
780019,2007,2021/8/15,15,51.218,139
780019,2007,2021/8/15,16,51.206,137
780019,2007,2021/8/15,17,49.376,173
780019,2007,2021/8/15,18,51.298,180
780019,2007,2021/8/15,19,50.057,180
780019,2007,2021/8/15,20,51.57,129
780019,2007,2021/8/15,21,49.208,67
780019,2007,2021/8/15,22,50.723,33
780019,2007,2021/8/15,23,53.302,15
780019,2007,2021/8/16,0,34.423,14
780019,2007,2021/8/16,1,54.131,5
780019,2007,2021/8/16,2,31.438,4
780019,2007,2021/8/16,3,49.26,1
780019,2007,2021/8/16,4,49.366,7
780019,2007,2021/8/16,5,45.522,11
780019,2007,2021/8/16,6,49.836,28
780019,2007,2021/8/16,7,49.245,118
780019,2007,2021/8/16,8,53.638,138
780019,2007,2021/8/16,9,45.497,146
780019,2007,2021/8/16,10,45.783,103
780019,2007,2021/8/16,11,48.708,107
780019,2007,2021/8/16,12,47.658,77
780019,2007,2021/8/16,13,50.322,81
780019,2007,2021/8/16,14,50.402,93
780019,2007,2021/8/16,15,49.752,130
780019,2007,2021/8/16,16,50.143,155
780019,2007,2021/8/16,17,46.01,162
780019,2007,2021/8/16,18,27.411,163
780019,2007,2021/8/16,19,37.433,124
780019,2007,2021/8/16,20,38.696,73
780019,2007,2021/8/16,21,42.816,57
780019,2007,2021/8/16,22,43.575,32
780019,2007,2021/8/16,23,44.522,25
780019,2007,2021/8/17,0,49.72,7
780019,2007,2021/8/17,1,42.982,4
780019,2007,2021/8/17,2,36.505,4
780019,2007,2021/8/17,3,19.413,2
780019,2007,2021/8/17,4,53.002,3
780019,2007,2021/8/17,5,23.335,4
780019,2007,2021/8/17,6,38.454,22
780019,2007,2021/8/17,7,46.508,56
780019,2007,2021/8/17,8,45.202,126
780019,2007,2021/8/17,9,45.759,110
780019,2007,2021/8/17,10,46.397,114
780019,2007,2021/8/17,11,43.499,93
780019,2007,2021/8/17,12,47.55,92
780019,2007,2021/8/17,13,44.613,104
780019,2007,2021/8/17,14,40.678,92
780019,2007,2021/8/17,15,46.352,129
780019,2007,2021/8/17,16,46.996,131
780019,2007,2021/8/17,17,45.998,169
780019,2007,2021/8/17,18,43.374,171
780019,2007,2021/8/17,19,48.301,140
780019,2007,2021/8/17,20,46.27,69
780019,2007,2021/8/17,21,45.717,48
780019,2007,2021/8/17,22,44.079,44
780019,2007,2021/8/17,23,48.317,18
780019,2007,2021/8/18,0,47.532,12
780019,2007,2021/8/18,1,48.46,3
780019,2007,2021/8/18,2,50.201,4
780019,2007,2021/8/18,3,48.736,1
780019,2007,2021/8/18,4,51.524,7
780019,2007,2021/8/18,5,37.242,9
780019,2007,2021/8/18,6,45.842,34
780019,2007,2021/8/18,7,44.051,71
780019,2007,2021/8/18,8,51.808,133
780019,2007,2021/8/18,9,50.774,116
780019,2007,2021/8/18,10,49.366,100
780019,2007,2021/8/18,11,49.606,113
780019,2007,2021/8/18,12,43.871,96
780019,2007,2021/8/18,13,51.973,110
780019,2007,2021/8/18,14,50.301,115
780019,2007,2021/8/18,15,51.09,110
780019,2007,2021/8/18,16,42.24,147
780019,2007,2021/8/18,17,43.189,156
780019,2007,2021/8/18,18,47.947,182
780019,2007,2021/8/18,19,50.194,122
780019,2007,2021/8/18,20,42.857,73
780019,2007,2021/8/18,21,45.199,55
780019,2007,2021/8/18,22,45.21,26
780019,2007,2021/8/18,23,44.802,22
780019,2007,2021/8/19,0,43.212,14
780019,2007,2021/8/19,1,41.058,7
780019,2007,2021/8/19,2,37.329,6
780019,2007,2021/8/19,3,36.395,2
780019,2007,2021/8/19,4,39.878,8
780019,2007,2021/8/19,5,39.988,7
780019,2007,2021/8/19,6,53.137,28
780019,2007,2021/8/19,7,50.723,86
780019,2007,2021/8/19,8,55.452,199
780019,2007,2021/8/19,9,53.17,128
780019,2007,2021/8/19,10,49.804,118
780019,2007,2021/8/19,11,49.785,96
780019,2007,2021/8/19,12,47.994,105
780019,2007,2021/8/19,13,46.097,97
780019,2007,2021/8/19,14,47.821,127
780019,2007,2021/8/19,15,47.936,120
780019,2007,2021/8/19,16,47.137,126
780019,2007,2021/8/19,17,47.603,147
780019,2007,2021/8/19,18,50.564,200
780019,2007,2021/8/19,19,52.54,129
780019,2007,2021/8/19,20,41.362,105
780019,2007,2021/8/19,21,44.7,57
780019,2007,2021/8/19,22,45.514,46
780019,2007,2021/8/19,23,48.931,20
780019,2007,2021/8/20,0,52.892,16
780019,2007,2021/8/20,1,44.292,10
780019,2007,2021/8/20,2,52.059,3
780019,2007,2021/8/20,3,49.339,4
780019,2007,2021/8/20,4,45.507,6
780019,2007,2021/8/20,5,38.217,8
780019,2007,2021/8/20,6,48.205,27
780019,2007,2021/8/20,7,48.49,111
780019,2007,2021/8/20,8,47.392,174
780019,2007,2021/8/20,9,48.863,127
780019,2007,2021/8/20,10,53.047,115
780019,2007,2021/8/20,11,54.618,143
780019,2007,2021/8/20,12,47.374,113
780019,2007,2021/8/20,13,51.48,115
780019,2007,2021/8/20,14,51.425,130
780019,2007,2021/8/20,15,50.397,165
780019,2007,2021/8/20,16,46.626,149
780019,2007,2021/8/20,17,48.941,211
780019,2007,2021/8/20,18,53.005,271
780019,2007,2021/8/20,19,48.895,202
780019,2007,2021/8/20,20,42.094,121
780019,2007,2021/8/20,21,43.654,68
780019,2007,2021/8/20,22,44.827,48
780019,2007,2021/8/20,23,47.752,28
780019,2007,2021/8/21,0,47.307,20
780019,2007,2021/8/21,1,33.276,3
780019,2007,2021/8/21,2,51.449,7
780019,2007,2021/8/21,3,41.43,4
780019,2007,2021/8/21,4,63.793,3
780019,2007,2021/8/21,5,53.954,7
780019,2007,2021/8/21,6,41.122,28
780019,2007,2021/8/21,7,49.121,74
780019,2007,2021/8/21,8,51.227,131
780019,2007,2021/8/21,9,53.689,118
780019,2007,2021/8/21,10,48.21,159
780019,2007,2021/8/21,11,51.449,139
780019,2007,2021/8/21,12,47.199,116
780019,2007,2021/8/21,13,53.378,87
780019,2007,2021/8/21,14,51.776,152
780019,2007,2021/8/21,15,52.659,136
780019,2007,2021/8/21,16,49.938,137
780019,2007,2021/8/21,17,47.605,171
780019,2007,2021/8/21,18,50.419,169
780019,2007,2021/8/21,19,52.113,149
780019,2007,2021/8/21,20,48.103,101
780019,2007,2021/8/21,21,46.717,59
780019,2007,2021/8/21,22,46.967,41
780019,2007,2021/8/21,23,50.001,15
780019,2007,2021/8/22,0,50.006,12
780019,2007,2021/8/22,1,48.801,5
780019,2007,2021/8/22,2,46.275,1
780019,2007,2021/8/22,3,40.599,4
780019,2007,2021/8/22,4,54.501,6
780019,2007,2021/8/22,5,40.976,13
780019,2007,2021/8/22,6,48.297,26
780019,2007,2021/8/22,7,50.831,82
780019,2007,2021/8/22,8,56.205,106
780019,2007,2021/8/22,9,55.172,91
780019,2007,2021/8/22,10,54.037,113
780019,2007,2021/8/22,11,54.673,141
780019,2007,2021/8/22,12,48.817,105
780019,2007,2021/8/22,13,51.251,121
780019,2007,2021/8/22,14,54.862,136
780019,2007,2021/8/22,15,55.056,148
780019,2007,2021/8/22,16,52.916,171
780019,2007,2021/8/22,17,51.497,176
780019,2007,2021/8/22,18,53.241,207
780019,2007,2021/8/22,19,53.139,159
780019,2007,2021/8/22,20,47.647,116
780019,2007,2021/8/22,21,51.821,51
780019,2007,2021/8/22,22,48.829,35
780019,2007,2021/8/22,23,52.066,17
780019,2007,2021/8/23,0,54.784,7
780019,2007,2021/8/23,1,53.525,3
780019,2007,2021/8/23,3,53.492,3
780019,2007,2021/8/23,4,62.72,6
780019,2007,2021/8/23,5,42.3,14
780019,2007,2021/8/23,6,51.769,35
780019,2007,2021/8/23,7,51.659,144
780019,2007,2021/8/23,8,56.166,189
780019,2007,2021/8/23,9,50.52,138
780019,2007,2021/8/23,10,53.164,113
780019,2007,2021/8/23,11,55.388,119
780019,2007,2021/8/23,12,55.234,92
780019,2007,2021/8/23,13,52.977,127
780019,2007,2021/8/23,14,51.869,163
780019,2007,2021/8/23,15,46.971,134
780019,2007,2021/8/23,16,53.091,136
780019,2007,2021/8/23,17,48.372,162
780019,2007,2021/8/23,18,49.022,183
780019,2007,2021/8/23,19,44.439,160
780019,2007,2021/8/23,20,43.403,79
780019,2007,2021/8/23,21,47.177,59
780019,2007,2021/8/23,22,43.132,42
780019,2007,2021/8/23,23,56.927,18
780019,2007,2021/8/24,0,44.746,11
780019,2007,2021/8/24,1,51.427,6
780019,2007,2021/8/24,2,36.921,5
780019,2007,2021/8/24,3,53.754,2
780019,2007,2021/8/24,4,59.044,4
780019,2007,2021/8/24,5,44.748,8
780019,2007,2021/8/24,6,49.104,19
780019,2007,2021/8/24,7,54.723,102
780019,2007,2021/8/24,8,53.43,138
780019,2007,2021/8/24,9,45.659,138
780019,2007,2021/8/24,10,50.902,136
780019,2007,2021/8/24,11,53.024,106
780019,2007,2021/8/24,12,50.889,84
780019,2007,2021/8/24,13,49.322,106
780019,2007,2021/8/24,14,46.053,93
780019,2007,2021/8/24,15,48.364,119
780019,2007,2021/8/24,16,49.725,143
780019,2007,2021/8/24,17,52.558,147
780019,2007,2021/8/24,18,50.029,202
780019,2007,2021/8/24,19,53.367,134
780019,2007,2021/8/24,20,48.404,108
780019,2007,2021/8/24,21,49.321,40
780019,2007,2021/8/24,22,51.854,26
780019,2007,2021/8/24,23,52.083,19
780019,2007,2021/8/25,0,44.398,6
780019,2007,2021/8/25,1,37.346,7
780019,2007,2021/8/25,2,36.362,3
780019,2007,2021/8/25,3,38.213,4
780019,2007,2021/8/25,4,47.162,3
780019,2007,2021/8/25,5,52.864,6
780019,2007,2021/8/25,6,43.016,26
780019,2007,2021/8/25,7,51.947,81
780019,2007,2021/8/25,8,54.587,175
780019,2007,2021/8/25,9,55.353,102
780019,2007,2021/8/25,10,55.928,137
780019,2007,2021/8/25,11,56.4,106
780019,2007,2021/8/25,12,46.727,86
780019,2007,2021/8/25,13,46.934,117
780019,2007,2021/8/25,14,44.539,135
780019,2007,2021/8/25,15,46.454,126
780019,2007,2021/8/25,16,48.12,123
780019,2007,2021/8/25,17,54.818,153
780019,2007,2021/8/25,18,47.639,169
780019,2007,2021/8/25,19,50.874,149
780019,2007,2021/8/25,20,48.323,90
780019,2007,2021/8/25,21,50.643,54
780019,2007,2021/8/25,22,57.395,27
780019,2007,2021/8/25,23,49.612,22
780019,2007,2021/8/26,0,58.01,14
780019,2007,2021/8/26,1,57.692,7
780019,2007,2021/8/26,2,48.498,3
780019,2007,2021/8/26,3,54.156,2
780019,2007,2021/8/26,4,50.095,9
780019,2007,2021/8/26,5,45.395,7
780019,2007,2021/8/26,6,54.104,27
780019,2007,2021/8/26,7,53.268,99
780019,2007,2021/8/26,8,47.896,184
780019,2007,2021/8/26,9,47.236,137
780019,2007,2021/8/26,10,43.804,182
780019,2007,2021/8/26,11,46.864,144
780019,2007,2021/8/26,12,47.587,115
780019,2007,2021/8/26,13,51.535,91
780019,2007,2021/8/26,14,49.182,111
780019,2007,2021/8/26,15,53.829,124
780019,2007,2021/8/26,16,55.181,157
780019,2007,2021/8/26,17,50.781,171
780019,2007,2021/8/26,18,49.936,206
780019,2007,2021/8/26,19,52.229,173
780019,2007,2021/8/26,20,50.613,97
780019,2007,2021/8/26,21,51.238,60
780019,2007,2021/8/26,22,53.883,31
780019,2007,2021/8/26,23,44.54,30
780019,2007,2021/8/27,0,34.967,6
780019,2007,2021/8/27,1,48.643,9
780019,2007,2021/8/27,2,48.147,11
780019,2007,2021/8/27,3,50.399,4
780019,2007,2021/8/27,4,62.677,5
780019,2007,2021/8/27,5,55.397,7
780019,2007,2021/8/27,6,50.57,21
780019,2007,2021/8/27,7,52.801,102
780019,2007,2021/8/27,8,54.942,174
780019,2007,2021/8/27,9,53.714,128
780019,2007,2021/8/27,10,53.233,135
780019,2007,2021/8/27,11,53.992,138
780019,2007,2021/8/27,12,48.194,130
780019,2007,2021/8/27,13,54.585,127
780019,2007,2021/8/27,14,50.355,141
780019,2007,2021/8/27,15,52.903,171
780019,2007,2021/8/27,16,50.558,180
780019,2007,2021/8/27,17,48.146,213
780019,2007,2021/8/27,18,48.305,272
780019,2007,2021/8/27,19,47.121,213
780019,2007,2021/8/27,20,47.005,119
780019,2007,2021/8/27,21,52.159,62
780019,2007,2021/8/27,22,51.709,35
780019,2007,2021/8/27,23,52.416,20
780019,2007,2021/8/28,0,53.029,15
780019,2007,2021/8/28,1,41.383,8
780019,2007,2021/8/28,2,44.367,8
780019,2007,2021/8/28,3,34.189,4
780019,2007,2021/8/28,4,72.613,4
780019,2007,2021/8/28,5,42.101,7
780019,2007,2021/8/28,6,48.474,44
780019,2007,2021/8/28,7,56.129,73
780019,2007,2021/8/28,8,57.78,134
780019,2007,2021/8/28,9,55.065,175
780019,2007,2021/8/28,10,47.675,190
780019,2007,2021/8/28,11,47.994,177
780019,2007,2021/8/28,12,50.94,105
780019,2007,2021/8/28,13,55.926,102
780019,2007,2021/8/28,14,57.235,150
780019,2007,2021/8/28,15,46.952,163
780019,2007,2021/8/28,16,53.554,175
780019,2007,2021/8/28,17,52.216,156
780019,2007,2021/8/28,18,50.559,220
780019,2007,2021/8/28,19,55.145,180
780019,2007,2021/8/28,20,42.934,113
780019,2007,2021/8/28,21,46.641,58
780019,2007,2021/8/28,22,50.127,38
780019,2007,2021/8/28,23,56.312,21
780019,2007,2021/8/29,0,47.754,12
780019,2007,2021/8/29,1,50.323,15
780019,2007,2021/8/29,2,40.62,5
780019,2007,2021/8/29,3,36.359,1
780019,2007,2021/8/29,4,63.517,4
780019,2007,2021/8/29,5,38.37,12
780019,2007,2021/8/29,6,45.554,31
780019,2007,2021/8/29,7,56.437,85
780019,2007,2021/8/29,8,57.259,119
780019,2007,2021/8/29,9,52.588,137
780019,2007,2021/8/29,10,51.715,138
780019,2007,2021/8/29,11,54.235,137
780019,2007,2021/8/29,12,45.574,121
780019,2007,2021/8/29,13,51.975,108
780019,2007,2021/8/29,14,49.657,129
780019,2007,2021/8/29,15,46.894,144
780019,2007,2021/8/29,16,45.12,166
780019,2007,2021/8/29,17,41.863,157
780019,2007,2021/8/29,18,46.262,184
780019,2007,2021/8/29,19,51.962,146
780019,2007,2021/8/29,20,46.367,128
780019,2007,2021/8/29,21,45.397,69
780019,2007,2021/8/29,22,43.223,23
780019,2007,2021/8/29,23,50.775,29
780019,2007,2021/8/30,0,50.54,10
780019,2007,2021/8/30,1,50.409,9
780019,2007,2021/8/30,2,42.129,3
780019,2007,2021/8/30,3,33.309,6
780019,2007,2021/8/30,4,51.015,6
780019,2007,2021/8/30,5,44.515,7
780019,2007,2021/8/30,6,50.031,39
780019,2007,2021/8/30,7,54.96,115
780019,2007,2021/8/30,8,56.553,177
780019,2007,2021/8/30,9,49.514,120
780019,2007,2021/8/30,10,42.332,131
780019,2007,2021/8/30,11,52.47,113
780019,2007,2021/8/30,12,42.781,97
780019,2007,2021/8/30,13,50.169,103
780019,2007,2021/8/30,14,54.206,85
780019,2007,2021/8/30,15,51.422,101
780019,2007,2021/8/30,16,45.88,142
780019,2007,2021/8/30,17,51.576,172
780019,2007,2021/8/30,18,48.085,196
780019,2007,2021/8/30,19,50.621,127
780019,2007,2021/8/30,20,49.608,70
780019,2007,2021/8/30,21,47.507,50
780019,2007,2021/8/30,22,50.955,23
780019,2007,2021/8/30,23,43.076,16
780019,2007,2021/8/31,0,59.068,3
780019,2007,2021/8/31,1,37.834,12
780019,2007,2021/8/31,2,53.413,4
780019,2007,2021/8/31,3,53.319,7
780019,2007,2021/8/31,4,45.433,6
780019,2007,2021/8/31,5,42.843,7
780019,2007,2021/8/31,6,45.387,29
780019,2007,2021/8/31,7,52.133,89
780019,2007,2021/8/31,8,53.287,170
780019,2007,2021/8/31,9,52.06,112
780019,2007,2021/8/31,10,49.158,115
780019,2007,2021/8/31,11,50.528,105
780019,2007,2021/8/31,12,51.426,94
780019,2007,2021/8/31,13,53.133,86
780019,2007,2021/8/31,14,50.031,104
780019,2007,2021/8/31,15,52.375,139
780019,2007,2021/8/31,16,48.975,146
780019,2007,2021/8/31,17,52.589,178
780019,2007,2021/8/31,18,50.915,191
780019,2007,2021/8/31,19,51.303,122
780019,2007,2021/8/31,20,53.06,106
780019,2007,2021/8/31,21,52.499,68
780019,2007,2021/8/31,22,52.531,31
780019,2007,2021/8/31,23,52.568,22
78001B,101001,2021/6/1,0,35.263,4
78001B,101001,2021/6/1,1,66.592,4
78001B,101001,2021/6/1,2,69.595,2
78001B,101001,2021/6/1,3,91.175,2
78001B,101001,2021/6/1,4,61.282,2
78001B,101001,2021/6/1,5,51.625,9
78001B,101001,2021/6/1,6,62.689,23
78001B,101001,2021/6/1,7,67.602,91
78001B,101001,2021/6/1,8,68.124,105
78001B,101001,2021/6/1,9,63.308,66
78001B,101001,2021/6/1,10,62.195,52
78001B,101001,2021/6/1,11,65.022,53
78001B,101001,2021/6/1,12,54.564,49
78001B,101001,2021/6/1,13,56.81,40
78001B,101001,2021/6/1,14,51.499,62
78001B,101001,2021/6/1,15,49.488,76
78001B,101001,2021/6/1,16,64.815,51
78001B,101001,2021/6/1,17,57.676,81
78001B,101001,2021/6/1,18,61.775,92
78001B,101001,2021/6/1,19,60.732,81
78001B,101001,2021/6/1,20,60.094,48
78001B,101001,2021/6/1,21,57.456,37
78001B,101001,2021/6/1,22,34.811,17
78001B,101001,2021/6/1,23,56.525,9
