出口站点,日期,小时,分钟,车流量
102005,2021/5/6,19,40,1
102005,2021/5/6,19,55,1
102005,2021/5/6,20,40,2
102005,2021/5/6,21,10,2
102005,2021/5/6,22,5,1
102005,2021/5/6,22,15,1
102005,2021/5/6,23,35,1
102005,2021/5/7,7,10,1
102005,2021/5/7,7,20,1
102005,2021/5/7,7,25,4
102005,2021/5/7,7,30,1
102005,2021/5/7,7,35,3
102005,2021/5/7,7,40,2
102005,2021/5/7,7,45,2
102005,2021/5/7,7,50,5
102005,2021/5/7,7,55,3
102005,2021/5/7,8,0,1
102005,2021/5/7,8,5,4
102005,2021/5/7,8,10,3
102005,2021/5/7,8,15,4
102005,2021/5/7,8,20,4
102005,2021/5/7,8,25,1
102005,2021/5/7,8,35,1
102005,2021/5/7,8,40,3
102005,2021/5/7,8,45,1
102005,2021/5/7,8,55,2
102005,2021/5/7,9,0,1
102005,2021/5/7,9,5,1
102005,2021/5/7,9,10,1
102005,2021/5/7,9,15,1
102005,2021/5/7,9,20,1
102005,2021/5/7,9,25,3
102005,2021/5/7,9,35,1
102005,2021/5/7,9,40,4
102005,2021/5/7,9,45,3
102005,2021/5/7,9,50,1
102005,2021/5/7,10,0,3
102005,2021/5/7,10,10,1
102005,2021/5/7,10,15,3
102005,2021/5/7,10,20,2
102005,2021/5/7,10,25,5
102005,2021/5/7,10,30,1
102005,2021/5/7,10,35,5
102005,2021/5/7,10,40,2
102005,2021/5/7,10,45,3
102005,2021/5/7,10,50,4
102005,2021/5/7,10,55,2
102005,2021/5/7,11,0,4
102005,2021/5/7,11,5,3
102005,2021/5/7,11,10,1
102005,2021/5/7,11,15,2
102005,2021/5/7,11,20,1
102005,2021/5/7,11,25,2
102005,2021/5/7,11,30,4
102005,2021/5/7,11,35,1
102005,2021/5/7,11,45,1
102005,2021/5/7,11,50,2
102005,2021/5/7,12,5,2
102005,2021/5/7,12,10,1
102005,2021/5/7,12,25,1
102005,2021/5/7,12,30,2
102005,2021/5/7,12,35,2
102005,2021/5/7,12,40,2
102005,2021/5/7,13,0,1
102005,2021/5/7,13,5,2
102005,2021/5/7,13,10,2
102005,2021/5/7,13,15,2
102005,2021/5/7,13,20,4
102005,2021/5/7,13,25,1
102005,2021/5/7,13,30,4
102005,2021/5/7,13,40,3
102005,2021/5/7,13,55,2
102005,2021/5/7,14,0,2
102005,2021/5/7,14,20,2
102005,2021/5/7,14,35,1
102005,2021/5/7,14,45,1
102005,2021/5/7,14,50,1
102005,2021/5/7,14,55,3
102005,2021/5/7,15,0,1
102005,2021/5/7,15,20,2
102005,2021/5/7,15,30,2
102005,2021/5/7,15,40,2
102005,2021/5/7,16,0,3
102005,2021/5/7,16,5,1
102005,2021/5/7,16,10,2
102005,2021/5/7,16,15,1
102005,2021/5/7,16,20,2
102005,2021/5/7,16,25,1
102005,2021/5/7,16,30,3
102005,2021/5/7,16,35,2
102005,2021/5/7,16,40,1
102005,2021/5/7,16,45,1
102005,2021/5/7,17,5,2
102005,2021/5/7,17,10,1
102005,2021/5/7,17,20,1
102005,2021/5/7,17,30,1
102005,2021/5/7,17,45,2
102005,2021/5/7,17,50,1
102005,2021/5/7,18,0,1
102005,2021/5/7,18,5,1
102005,2021/5/7,18,10,1
102005,2021/5/7,18,15,2
102005,2021/5/7,18,20,1
102005,2021/5/7,20,20,1
102005,2021/5/7,20,50,1
102005,2021/5/7,21,0,1
102005,2021/5/7,22,0,1
102005,2021/5/7,23,20,1
102005,2021/5/7,23,50,1
102005,2021/5/8,1,40,1
102005,2021/5/8,6,35,3
102005,2021/5/8,7,0,1
102005,2021/5/8,7,5,1
102005,2021/5/8,7,25,4
102005,2021/5/8,7,45,1
102005,2021/5/8,7,50,2
102005,2021/5/8,7,55,5
102005,2021/5/8,8,0,2
102005,2021/5/8,8,5,1
102005,2021/5/8,8,10,3
102005,2021/5/8,8,15,1
102005,2021/5/8,8,20,4
102005,2021/5/8,8,25,2
102005,2021/5/8,8,30,1
102005,2021/5/8,8,35,5
102005,2021/5/8,8,40,1
102005,2021/5/8,8,45,3
102005,2021/5/8,8,55,2
102005,2021/5/8,9,0,15
102005,2021/5/8,9,5,1
102005,2021/5/8,9,10,3
102005,2021/5/8,9,15,1
102005,2021/5/8,9,20,1
102005,2021/5/8,9,35,1
102005,2021/5/8,9,40,1
102005,2021/5/8,9,45,2
102005,2021/5/8,9,50,1
102005,2021/5/8,9,55,1
102005,2021/5/8,10,0,1
102005,2021/5/8,10,10,1
102005,2021/5/8,10,15,3
102005,2021/5/8,10,25,2
102005,2021/5/8,10,30,2
102005,2021/5/8,10,35,1
102005,2021/5/8,10,40,2
102005,2021/5/8,10,50,1
102005,2021/5/8,11,0,3
102005,2021/5/8,11,5,4
102005,2021/5/8,11,10,3
102005,2021/5/8,11,25,2
102005,2021/5/8,11,30,3
102005,2021/5/8,11,35,2
102005,2021/5/8,11,40,2
102005,2021/5/8,11,50,2
102005,2021/5/8,11,55,1
102005,2021/5/8,12,0,3
102005,2021/5/8,12,10,1
102005,2021/5/8,12,15,2
102005,2021/5/8,12,20,2
102005,2021/5/8,12,30,4
102005,2021/5/8,12,35,1
102005,2021/5/8,12,40,1
102005,2021/5/8,12,45,1
102005,2021/5/8,13,0,2
102005,2021/5/8,13,10,2
102005,2021/5/8,13,20,1
102005,2021/5/8,13,30,3
102005,2021/5/8,13,35,2
102005,2021/5/8,13,45,1
102005,2021/5/8,13,50,1
102005,2021/5/8,13,55,2
102005,2021/5/8,14,5,2
102005,2021/5/8,14,10,1
102005,2021/5/8,14,15,1
102005,2021/5/8,14,25,1
102005,2021/5/8,14,30,2
102005,2021/5/8,14,40,1
102005,2021/5/8,14,50,1
102005,2021/5/8,15,0,2
102005,2021/5/8,15,5,1
102005,2021/5/8,15,15,1
102005,2021/5/8,15,25,3
102005,2021/5/8,15,35,1
102005,2021/5/8,15,40,2
102005,2021/5/8,15,45,2
102005,2021/5/8,15,50,2
102005,2021/5/8,15,55,1
102005,2021/5/8,16,0,2
102005,2021/5/8,16,10,3
102005,2021/5/8,16,20,2
102005,2021/5/8,16,25,1
102005,2021/5/8,16,35,2
102005,2021/5/8,16,40,1
102005,2021/5/8,16,45,1
102005,2021/5/8,17,10,1
102005,2021/5/8,17,20,1
102005,2021/5/8,17,25,2
102005,2021/5/8,17,30,1
102005,2021/5/8,17,40,2
102005,2021/5/8,17,55,1
102005,2021/5/8,18,0,1
102005,2021/5/8,18,5,1
102005,2021/5/8,18,30,1
102005,2021/5/8,18,35,2
102005,2021/5/8,18,40,1
102005,2021/5/8,19,0,1
102005,2021/5/8,19,25,1
102005,2021/5/8,21,30,1
102005,2021/5/9,4,30,1
102005,2021/5/9,5,30,1
102005,2021/5/9,6,35,1
102005,2021/5/9,6,50,1
102005,2021/5/9,7,0,1
102005,2021/5/9,7,10,1
102005,2021/5/9,7,25,1
102005,2021/5/9,7,35,1
102005,2021/5/9,7,45,1
102005,2021/5/9,7,50,1
102005,2021/5/9,7,55,4
102005,2021/5/9,8,0,2
102005,2021/5/9,8,5,3
102005,2021/5/9,8,10,4
102005,2021/5/9,8,15,3
102005,2021/5/9,8,20,3
102005,2021/5/9,8,25,4
102005,2021/5/9,8,30,3
102005,2021/5/9,8,35,1
102005,2021/5/9,8,40,2
102005,2021/5/9,8,45,4
102005,2021/5/9,8,50,2
102005,2021/5/9,9,0,1
102005,2021/5/9,9,10,1
102005,2021/5/9,9,15,1
102005,2021/5/9,9,25,1
102005,2021/5/9,9,35,1
102005,2021/5/9,9,40,1
102005,2021/5/9,9,50,3
102005,2021/5/9,9,55,3
102005,2021/5/9,10,0,1
102005,2021/5/9,10,15,1
102005,2021/5/9,10,20,6
102005,2021/5/9,10,25,1
102005,2021/5/9,10,30,1
102005,2021/5/9,10,35,2
102005,2021/5/9,10,40,3
102005,2021/5/9,10,45,5
102005,2021/5/9,10,50,3
102005,2021/5/9,11,10,1
102005,2021/5/9,11,15,1
102005,2021/5/9,11,30,1
102005,2021/5/9,11,35,2
102005,2021/5/9,11,40,1
102005,2021/5/9,11,45,2
102005,2021/5/9,11,50,1
102005,2021/5/9,11,55,1
102005,2021/5/9,12,0,1
102005,2021/5/9,12,5,1
102005,2021/5/9,12,10,1
102005,2021/5/9,12,20,1
102005,2021/5/9,12,25,1
102005,2021/5/9,12,40,3
102005,2021/5/9,12,45,2
102005,2021/5/9,12,50,2
102005,2021/5/9,13,0,2
102005,2021/5/9,13,5,1
102005,2021/5/9,13,10,2
102005,2021/5/9,13,20,2
102005,2021/5/9,13,25,2
102005,2021/5/9,13,30,1
102005,2021/5/9,13,35,2
102005,2021/5/9,13,55,2
102005,2021/5/9,14,0,2
102005,2021/5/9,14,5,2
102005,2021/5/9,14,25,1
102005,2021/5/9,14,30,1
102005,2021/5/9,14,35,2
102005,2021/5/9,14,50,2
102005,2021/5/9,14,55,2
102005,2021/5/9,15,0,4
102005,2021/5/9,15,10,1
102005,2021/5/9,15,25,1
102005,2021/5/9,15,30,3
102005,2021/5/9,15,40,1
102005,2021/5/9,15,50,1
102005,2021/5/9,15,55,3
102005,2021/5/9,16,5,1
102005,2021/5/9,16,15,2
102005,2021/5/9,16,20,1
102005,2021/5/9,16,25,3
102005,2021/5/9,16,40,1
102005,2021/5/9,16,45,1
102005,2021/5/9,16,55,1
102005,2021/5/9,17,0,1
102005,2021/5/9,17,20,3
102005,2021/5/9,17,35,1
102005,2021/5/9,17,40,2
102005,2021/5/9,18,0,1
102005,2021/5/9,18,5,1
102005,2021/5/9,18,20,1
102005,2021/5/9,18,25,1
102005,2021/5/9,18,40,1
102005,2021/5/9,19,20,1
102005,2021/5/9,20,10,1
102005,2021/5/9,20,20,1
102005,2021/5/9,22,5,1
102005,2021/5/9,23,15,1
102005,2021/5/10,7,0,1
102005,2021/5/10,7,10,1
102005,2021/5/10,7,15,1
102005,2021/5/10,7,30,1
102005,2021/5/10,7,45,2
102005,2021/5/10,7,50,3
102005,2021/5/10,7,55,3
102005,2021/5/10,8,0,1
102005,2021/5/10,8,5,6
102005,2021/5/10,8,10,3
102005,2021/5/10,8,15,2
102005,2021/5/10,8,20,2
102005,2021/5/10,8,25,6
102005,2021/5/10,8,30,2
102005,2021/5/10,8,35,4
102005,2021/5/10,8,40,1
102005,2021/5/10,8,45,2
102005,2021/5/10,8,50,2
102005,2021/5/10,8,55,2
102005,2021/5/10,9,5,1
102005,2021/5/10,9,15,1
102005,2021/5/10,9,20,1
102005,2021/5/10,9,25,1
102005,2021/5/10,9,35,1
102005,2021/5/10,9,40,1
102005,2021/5/10,9,50,1
102005,2021/5/10,9,55,2
102005,2021/5/10,10,0,1
102005,2021/5/10,10,5,4
102005,2021/5/10,10,10,2
102005,2021/5/10,10,15,1
102005,2021/5/10,10,25,4
102005,2021/5/10,10,30,3
102005,2021/5/10,10,35,2
102005,2021/5/10,10,40,3
102005,2021/5/10,10,45,2
102005,2021/5/10,10,50,3
102005,2021/5/10,10,55,3
102005,2021/5/10,11,0,2
102005,2021/5/10,11,5,2
102005,2021/5/10,11,10,2
102005,2021/5/10,11,25,1
102005,2021/5/10,11,30,3
102005,2021/5/10,11,45,1
102005,2021/5/10,11,55,2
102005,2021/5/10,12,10,1
102005,2021/5/10,12,15,1
102005,2021/5/10,12,25,1
102005,2021/5/10,12,40,2
102005,2021/5/10,12,45,1
102005,2021/5/10,12,50,4
102005,2021/5/10,12,55,2
102005,2021/5/10,13,0,2
102005,2021/5/10,13,5,3
102005,2021/5/10,13,10,2
102005,2021/5/10,13,15,1
102005,2021/5/10,13,20,2
102005,2021/5/10,13,25,1
102005,2021/5/10,13,30,1
102005,2021/5/10,13,40,2
102005,2021/5/10,13,45,2
102005,2021/5/10,13,50,1
102005,2021/5/10,13,55,1
102005,2021/5/10,14,5,1
102005,2021/5/10,14,15,2
102005,2021/5/10,14,40,2
102005,2021/5/10,14,45,1
102005,2021/5/10,14,50,1
102005,2021/5/10,14,55,2
102005,2021/5/10,15,0,1
102005,2021/5/10,15,5,2
102005,2021/5/10,15,20,2
102005,2021/5/10,15,30,2
102005,2021/5/10,15,35,1
102005,2021/5/10,15,40,4
102005,2021/5/10,15,45,2
102005,2021/5/10,15,50,1
102005,2021/5/10,15,55,1
102005,2021/5/10,16,0,1
102005,2021/5/10,16,15,2
102005,2021/5/10,16,20,4
102005,2021/5/10,16,25,1
102005,2021/5/10,16,30,1
102005,2021/5/10,16,35,2
102005,2021/5/10,16,40,4
102005,2021/5/10,16,55,1
102005,2021/5/10,17,0,1
102005,2021/5/10,17,10,2
102005,2021/5/10,17,15,2
102005,2021/5/10,17,25,1
102005,2021/5/10,17,30,2
102005,2021/5/10,17,35,1
102005,2021/5/10,17,40,1
102005,2021/5/10,17,45,1
102005,2021/5/10,17,55,1
102005,2021/5/10,18,0,1
102005,2021/5/10,18,5,1
102005,2021/5/10,18,10,3
102005,2021/5/10,18,50,2
102005,2021/5/10,19,10,2
102005,2021/5/10,21,0,1
102005,2021/5/10,21,15,1
102005,2021/5/10,22,5,1
102005,2021/5/11,4,40,1
102005,2021/5/11,6,5,1
102005,2021/5/11,6,35,1
102005,2021/5/11,6,45,1
102005,2021/5/11,6,50,1
102005,2021/5/11,7,10,1
102005,2021/5/11,7,20,1
102005,2021/5/11,7,25,4
102005,2021/5/11,7,30,3
102005,2021/5/11,7,45,4
102005,2021/5/11,7,55,6
102005,2021/5/11,8,0,3
102005,2021/5/11,8,5,2
102005,2021/5/11,8,10,2
102005,2021/5/11,8,15,5
102005,2021/5/11,8,20,3
102005,2021/5/11,8,25,2
102005,2021/5/11,8,30,1
102005,2021/5/11,8,40,3
102005,2021/5/11,8,45,3
102005,2021/5/11,8,50,2
102005,2021/5/11,9,0,3
102005,2021/5/11,9,10,1
102005,2021/5/11,9,25,4
102005,2021/5/11,9,30,2
102005,2021/5/11,9,35,2
102005,2021/5/11,9,40,2
102005,2021/5/11,9,45,1
102005,2021/5/11,9,50,1
102005,2021/5/11,10,0,1
102005,2021/5/11,10,5,2
102005,2021/5/11,10,10,1
102005,2021/5/11,10,15,1
102005,2021/5/11,10,20,2
102005,2021/5/11,10,25,1
102005,2021/5/11,10,30,1
102005,2021/5/11,10,35,2
102005,2021/5/11,10,40,3
102005,2021/5/11,10,45,6
102005,2021/5/11,10,50,1
102005,2021/5/11,11,0,3
102005,2021/5/11,11,5,1
102005,2021/5/11,11,15,3
102005,2021/5/11,11,25,3
102005,2021/5/11,11,35,4
102005,2021/5/11,11,40,2
102005,2021/5/11,11,45,1
102005,2021/5/11,11,55,1
102005,2021/5/11,12,0,3
102005,2021/5/11,12,15,3
102005,2021/5/11,12,20,1
102005,2021/5/11,12,25,1
102005,2021/5/11,12,30,1
102005,2021/5/11,12,35,1
102005,2021/5/11,12,55,1
102005,2021/5/11,13,0,2
102005,2021/5/11,13,5,1
102005,2021/5/11,13,10,6
102005,2021/5/11,13,15,2
102005,2021/5/11,13,20,2
102005,2021/5/11,13,25,1
102005,2021/5/11,13,30,1
102005,2021/5/11,13,35,2
102005,2021/5/11,13,40,2
102005,2021/5/11,13,45,1
102005,2021/5/11,13,50,1
102005,2021/5/11,13,55,6
102005,2021/5/11,14,0,2
102005,2021/5/11,14,5,1
102005,2021/5/11,14,10,1
102005,2021/5/11,14,15,1
102005,2021/5/11,14,25,2
102005,2021/5/11,14,35,3
102005,2021/5/11,14,40,1
102005,2021/5/11,14,50,1
102005,2021/5/11,14,55,2
102005,2021/5/11,15,10,1
102005,2021/5/11,15,20,4
102005,2021/5/11,15,25,2
102005,2021/5/11,15,30,3
102005,2021/5/11,15,35,2
102005,2021/5/11,15,40,3
102005,2021/5/11,15,45,2
102005,2021/5/11,15,50,1
102005,2021/5/11,15,55,1
102005,2021/5/11,16,5,1
102005,2021/5/11,16,10,1
102005,2021/5/11,16,15,2
102005,2021/5/11,16,25,2
102005,2021/5/11,16,35,2
102005,2021/5/11,16,40,1
102005,2021/5/11,16,50,1
102005,2021/5/11,16,55,1
102005,2021/5/11,17,0,1
102005,2021/5/11,17,10,1
102005,2021/5/11,17,30,2
102005,2021/5/11,17,35,1
102005,2021/5/11,17,40,1
102005,2021/5/11,17,50,1
102005,2021/5/11,17,55,1
102005,2021/5/11,18,5,1
102005,2021/5/11,18,10,1
102005,2021/5/11,18,15,1
102005,2021/5/11,18,25,1
102005,2021/5/11,18,30,1
102005,2021/5/11,19,5,2
102005,2021/5/11,19,35,1
102005,2021/5/11,19,45,1
102005,2021/5/11,22,0,1
102005,2021/5/12,0,20,2
102005,2021/5/12,5,45,1
102005,2021/5/12,5,50,1
102005,2021/5/12,6,10,1
102005,2021/5/12,6,45,1
102005,2021/5/12,7,0,1
102005,2021/5/12,7,20,3
102005,2021/5/12,7,25,2
102005,2021/5/12,7,30,1
102005,2021/5/12,7,35,3
102005,2021/5/12,7,45,2
102005,2021/5/12,7,50,4
102005,2021/5/12,7,55,4
102005,2021/5/12,8,0,6
102005,2021/5/12,8,5,7
102005,2021/5/12,8,10,1
102005,2021/5/12,8,15,3
102005,2021/5/12,8,20,2
102005,2021/5/12,8,25,4
102005,2021/5/12,8,30,2
102005,2021/5/12,8,35,3
102005,2021/5/12,8,55,3
102005,2021/5/12,9,0,1
102005,2021/5/12,9,5,3
102005,2021/5/12,9,10,1
102005,2021/5/12,9,15,1
102005,2021/5/12,9,20,3
102005,2021/5/12,9,25,2
102005,2021/5/12,9,30,2
102005,2021/5/12,9,40,1
102005,2021/5/12,9,45,2
102005,2021/5/12,9,50,1
102005,2021/5/12,9,55,1
102005,2021/5/12,10,0,3
102005,2021/5/12,10,5,1
102005,2021/5/12,10,10,1
102005,2021/5/12,10,20,2
102005,2021/5/12,10,25,2
102005,2021/5/12,10,30,3
102005,2021/5/12,10,35,3
102005,2021/5/12,10,40,3
102005,2021/5/12,10,45,1
102005,2021/5/12,10,50,2
102005,2021/5/12,10,55,2
102005,2021/5/12,11,0,2
102005,2021/5/12,11,10,2
102005,2021/5/12,11,30,1
102005,2021/5/12,11,40,1
102005,2021/5/12,11,45,3
102005,2021/5/12,11,50,1
102005,2021/5/12,12,5,2
102005,2021/5/12,12,10,2
102005,2021/5/12,12,15,2
102005,2021/5/12,12,20,1
102005,2021/5/12,12,25,2
102005,2021/5/12,12,30,1
102005,2021/5/12,12,35,2
102005,2021/5/12,12,40,2
102005,2021/5/12,12,45,1
102005,2021/5/12,12,50,2
102005,2021/5/12,13,5,1
102005,2021/5/12,13,10,3
102005,2021/5/12,13,20,3
102005,2021/5/12,13,25,2
102005,2021/5/12,13,30,2
102005,2021/5/12,13,35,3
102005,2021/5/12,13,40,2
102005,2021/5/12,13,45,2
102005,2021/5/12,13,55,2
102005,2021/5/12,14,0,1
102005,2021/5/12,14,5,2
102005,2021/5/12,14,10,3
102005,2021/5/12,14,15,4
102005,2021/5/12,14,20,2
102005,2021/5/12,14,25,4
102005,2021/5/12,14,30,2
102005,2021/5/12,14,35,3
102005,2021/5/12,14,40,2
102005,2021/5/12,14,45,2
102005,2021/5/12,14,55,4
102005,2021/5/12,15,0,2
102005,2021/5/12,15,5,2
102005,2021/5/12,15,15,2
102005,2021/5/12,15,20,2
102005,2021/5/12,15,25,2
102005,2021/5/12,15,40,1
102005,2021/5/12,15,50,1
102005,2021/5/12,16,0,2
102005,2021/5/12,16,5,1
102005,2021/5/12,16,10,1
102005,2021/5/12,16,20,2
102005,2021/5/12,16,25,1
102005,2021/5/12,16,30,2
102005,2021/5/12,16,40,3
102005,2021/5/12,16,45,1
102005,2021/5/12,16,50,2
102005,2021/5/12,16,55,3
102005,2021/5/12,17,5,2
102005,2021/5/12,17,10,1
102005,2021/5/12,17,15,2
102005,2021/5/12,17,30,1
102005,2021/5/12,17,35,1
102005,2021/5/12,17,40,1
102005,2021/5/12,17,45,1
102005,2021/5/12,18,5,1
102005,2021/5/12,18,35,1
102005,2021/5/12,18,40,3
102005,2021/5/12,18,45,1
102005,2021/5/12,19,0,1
102005,2021/5/12,19,35,1
102005,2021/5/12,20,15,1
102005,2021/5/12,22,20,1
102005,2021/5/13,6,5,1
102005,2021/5/13,6,35,1
102005,2021/5/13,6,45,1
102005,2021/5/13,7,5,2
102005,2021/5/13,7,10,6
102005,2021/5/13,7,15,9
102005,2021/5/13,7,20,3
102005,2021/5/13,7,25,6
102005,2021/5/13,7,35,1
102005,2021/5/13,7,40,1
102005,2021/5/13,7,45,4
102005,2021/5/13,7,50,2
102005,2021/5/13,7,55,5
102005,2021/5/13,8,0,2
102005,2021/5/13,8,5,1
102005,2021/5/13,8,10,1
102005,2021/5/13,8,15,1
102005,2021/5/13,8,20,5
102005,2021/5/13,8,25,3
102005,2021/5/13,8,30,2
102005,2021/5/13,8,35,1
102005,2021/5/13,8,50,1
102005,2021/5/13,9,5,1
102005,2021/5/13,9,15,3
102005,2021/5/13,9,20,3
102005,2021/5/13,9,25,3
102005,2021/5/13,9,30,1
102005,2021/5/13,9,40,1
102005,2021/5/13,9,45,1
102005,2021/5/13,9,50,4
102005,2021/5/13,9,55,1
102005,2021/5/13,10,15,4
102005,2021/5/13,10,20,1
102005,2021/5/13,10,30,2
102005,2021/5/13,10,35,1
102005,2021/5/13,10,40,1
102005,2021/5/13,10,45,2
102005,2021/5/13,10,50,2
102005,2021/5/13,10,55,2
102005,2021/5/13,11,0,2
102005,2021/5/13,11,5,1
102005,2021/5/13,11,20,3
102005,2021/5/13,11,35,1
102005,2021/5/13,11,45,1
102005,2021/5/13,11,50,2
102005,2021/5/13,12,0,1
102005,2021/5/13,12,5,1
102005,2021/5/13,12,15,3
102005,2021/5/13,12,30,1
102005,2021/5/13,12,45,1
102005,2021/5/13,12,50,1
102005,2021/5/13,12,55,2
102005,2021/5/13,13,10,2
102005,2021/5/13,13,20,3
102005,2021/5/13,13,30,2
102005,2021/5/13,13,35,1
102005,2021/5/13,13,40,2
102005,2021/5/13,13,50,5
102005,2021/5/13,14,40,1
102005,2021/5/13,14,45,1
102005,2021/5/13,14,55,3
102005,2021/5/13,15,5,1
102005,2021/5/13,15,10,1
102005,2021/5/13,15,25,3
102005,2021/5/13,15,30,2
102005,2021/5/13,15,35,1
102005,2021/5/13,15,45,2
102005,2021/5/13,16,20,1
102005,2021/5/13,16,30,1
102005,2021/5/13,16,45,1
102005,2021/5/13,16,55,1
102005,2021/5/13,17,0,1
102005,2021/5/13,17,5,2
102005,2021/5/13,17,25,3
102005,2021/5/13,17,40,1
102005,2021/5/13,17,45,1
102005,2021/5/13,18,0,2
102005,2021/5/13,18,15,1
102005,2021/5/13,18,40,1
102005,2021/5/13,18,50,1
102005,2021/5/13,19,0,1
102005,2021/5/13,19,30,1
102005,2021/5/14,4,20,1
102005,2021/5/14,6,20,2
102005,2021/5/14,6,30,1
102005,2021/5/14,6,40,1
102005,2021/5/14,7,20,3
102005,2021/5/14,7,25,2
102005,2021/5/14,7,30,1
102005,2021/5/14,7,35,3
102005,2021/5/14,7,40,1
102005,2021/5/14,7,45,2
102005,2021/5/14,7,50,2
102005,2021/5/14,7,55,2
102005,2021/5/14,8,0,4
102005,2021/5/14,8,5,2
102005,2021/5/14,8,10,2
102005,2021/5/14,8,15,3
102005,2021/5/14,8,20,2
102005,2021/5/14,8,25,2
102005,2021/5/14,8,30,3
102005,2021/5/14,8,35,2
102005,2021/5/14,8,40,1
102005,2021/5/14,8,45,3
102005,2021/5/14,8,50,2
102005,2021/5/14,9,5,2
102005,2021/5/14,9,10,2
102005,2021/5/14,9,15,2
102005,2021/5/14,9,25,1
102005,2021/5/14,9,30,1
102005,2021/5/14,9,35,3
102005,2021/5/14,9,40,1
102005,2021/5/14,9,45,2
102005,2021/5/14,9,50,4
102005,2021/5/14,10,0,1
102005,2021/5/14,10,5,1
102005,2021/5/14,10,10,1
102005,2021/5/14,10,15,3
102005,2021/5/14,10,20,2
102005,2021/5/14,10,25,2
102005,2021/5/14,10,30,2
102005,2021/5/14,10,35,1
102005,2021/5/14,10,40,5
102005,2021/5/14,10,45,1
102005,2021/5/14,10,50,2
102005,2021/5/14,10,55,1
102005,2021/5/14,11,0,1
102005,2021/5/14,11,5,2
102005,2021/5/14,11,35,2
102005,2021/5/14,11,45,2
102005,2021/5/14,11,50,2
102005,2021/5/14,12,0,3
102005,2021/5/14,12,5,1
102005,2021/5/14,12,15,1
102005,2021/5/14,12,25,3
102005,2021/5/14,12,30,1
102005,2021/5/14,12,35,1
102005,2021/5/14,12,40,6
102005,2021/5/14,13,5,1
102005,2021/5/14,13,15,5
102005,2021/5/14,13,20,2
102005,2021/5/14,13,25,2
102005,2021/5/14,13,35,1
102005,2021/5/14,13,40,2
102005,2021/5/14,13,50,4
102005,2021/5/14,13,55,1
102005,2021/5/14,14,5,2
102005,2021/5/14,14,10,1
102005,2021/5/14,14,30,1
102005,2021/5/14,14,45,2
102005,2021/5/14,14,50,1
102005,2021/5/14,15,0,1
102005,2021/5/14,15,5,1
102005,2021/5/14,15,10,1
102005,2021/5/14,15,15,3
102005,2021/5/14,15,40,3
102005,2021/5/14,15,45,3
102005,2021/5/14,15,50,1
102005,2021/5/14,16,0,1
102005,2021/5/14,16,5,1
102005,2021/5/14,16,10,1
102005,2021/5/14,16,15,2
102005,2021/5/14,16,20,2
102005,2021/5/14,16,25,1
102005,2021/5/14,16,30,1
102005,2021/5/14,16,35,2
102005,2021/5/14,16,40,1
102005,2021/5/14,16,45,1
102005,2021/5/14,16,55,1
102005,2021/5/14,17,0,1
102005,2021/5/14,17,5,1
102005,2021/5/14,17,15,1
102005,2021/5/14,17,20,1
102005,2021/5/14,17,45,1
102005,2021/5/14,18,20,1
102005,2021/5/14,18,25,1
102005,2021/5/14,18,50,1
102005,2021/5/14,19,25,1
102005,2021/5/14,20,0,1
102005,2021/5/14,21,15,1
102005,2021/5/14,23,0,1
102005,2021/5/14,23,40,1
102005,2021/5/15,4,10,1
102005,2021/5/15,7,0,1
102005,2021/5/15,7,30,2
102005,2021/5/15,7,35,2
102005,2021/5/15,7,45,3
102005,2021/5/15,7,55,3
102005,2021/5/15,8,0,2
102005,2021/5/15,8,10,3
102005,2021/5/15,8,15,4
102005,2021/5/15,8,20,5
102005,2021/5/15,8,25,3
102005,2021/5/15,8,30,4
102005,2021/5/15,8,35,2
102005,2021/5/15,8,40,1
102005,2021/5/15,8,50,1
102005,2021/5/15,9,0,1
102005,2021/5/15,9,15,3
102005,2021/5/15,9,30,1
102005,2021/5/15,9,35,1
102005,2021/5/15,9,40,1
102005,2021/5/15,9,45,2
102005,2021/5/15,9,50,3
102005,2021/5/15,9,55,3
102005,2021/5/15,10,0,1
102005,2021/5/15,10,5,3
102005,2021/5/15,10,10,1
102005,2021/5/15,10,15,3
102005,2021/5/15,10,20,1
102005,2021/5/15,10,30,1
102005,2021/5/15,10,35,1
102005,2021/5/15,10,40,3
102005,2021/5/15,10,45,1
102005,2021/5/15,10,50,2
102005,2021/5/15,10,55,2
102005,2021/5/15,11,0,3
102005,2021/5/15,11,5,2
102005,2021/5/15,11,10,1
102005,2021/5/15,11,30,1
102005,2021/5/15,11,45,1
102005,2021/5/15,11,50,1
102005,2021/5/15,11,55,3
102005,2021/5/15,12,0,3
102005,2021/5/15,12,5,1
102005,2021/5/15,12,10,1
102005,2021/5/15,12,40,5
102005,2021/5/15,12,45,6
102005,2021/5/15,12,50,5
102005,2021/5/15,12,55,2
102005,2021/5/15,13,0,1
102005,2021/5/15,13,10,5
102005,2021/5/15,13,15,1
102005,2021/5/15,13,30,2
102005,2021/5/15,13,40,3
102005,2021/5/15,13,45,1
102005,2021/5/15,14,5,1
102005,2021/5/15,14,10,1
102005,2021/5/15,14,15,3
102005,2021/5/15,14,35,1
102005,2021/5/15,14,40,2
102005,2021/5/15,14,45,2
102005,2021/5/15,14,55,1
