出口站点,日期,小时,分钟,车流量
2005,2021/6/23,14,55,1
2005,2021/6/23,15,0,1
2005,2021/6/23,15,25,1
2005,2021/6/23,15,45,2
2005,2021/6/23,15,50,2
2005,2021/6/23,15,55,1
2005,2021/6/23,16,0,1
2005,2021/6/23,16,30,1
2005,2021/6/23,16,40,1
2005,2021/6/23,16,50,1
2005,2021/6/23,17,30,3
2005,2021/6/23,18,10,2
2005,2021/6/23,18,20,1
2005,2021/6/23,18,25,2
2005,2021/6/23,18,30,1
2005,2021/6/23,18,35,1
2005,2021/6/23,18,55,1
2005,2021/6/23,19,20,1
2005,2021/6/23,19,25,1
2005,2021/6/23,19,50,3
2005,2021/6/23,19,55,1
2005,2021/6/23,20,0,1
2005,2021/6/23,20,20,1
2005,2021/6/23,20,25,1
2005,2021/6/23,20,35,3
2005,2021/6/23,20,40,1
2005,2021/6/23,20,50,2
2005,2021/6/23,21,15,1
2005,2021/6/23,21,20,1
2005,2021/6/23,21,25,1
2005,2021/6/23,23,5,1
2005,2021/6/23,23,10,1
2005,2021/6/24,1,0,1
2005,2021/6/24,2,25,1
2005,2021/6/24,2,35,1
2005,2021/6/24,4,10,1
2005,2021/6/24,4,45,1
2005,2021/6/24,7,10,1
2005,2021/6/24,7,25,1
2005,2021/6/24,7,30,1
2005,2021/6/24,8,35,1
2005,2021/6/24,8,50,1
2005,2021/6/24,9,40,1
2005,2021/6/24,9,45,1
2005,2021/6/24,9,50,1
2005,2021/6/24,10,5,2
2005,2021/6/24,10,15,1
2005,2021/6/24,10,25,1
2005,2021/6/24,10,50,1
2005,2021/6/24,10,55,3
2005,2021/6/24,11,15,1
2005,2021/6/24,11,20,1
2005,2021/6/24,11,30,2
2005,2021/6/24,11,40,1
2005,2021/6/24,11,45,1
2005,2021/6/24,12,5,2
2005,2021/6/24,12,15,1
2005,2021/6/24,12,20,1
2005,2021/6/24,12,45,1
2005,2021/6/24,13,0,1
2005,2021/6/24,13,5,3
2005,2021/6/24,13,10,2
2005,2021/6/24,13,15,2
2005,2021/6/24,13,20,1
2005,2021/6/24,13,30,2
2005,2021/6/24,13,35,1
2005,2021/6/24,13,50,2
2005,2021/6/24,13,55,3
2005,2021/6/24,14,5,1
2005,2021/6/24,14,15,1
2005,2021/6/24,14,25,2
2005,2021/6/24,14,30,1
2005,2021/6/24,14,45,4
2005,2021/6/24,14,50,1
2005,2021/6/24,15,0,1
2005,2021/6/24,15,5,3
2005,2021/6/24,15,10,1
2005,2021/6/24,15,20,1
2005,2021/6/24,15,35,1
2005,2021/6/24,15,40,1
2005,2021/6/24,15,55,1
2005,2021/6/24,16,0,2
2005,2021/6/24,16,10,2
2005,2021/6/24,16,15,1
2005,2021/6/24,16,30,1
2005,2021/6/24,16,40,1
2005,2021/6/24,16,55,2
2005,2021/6/24,17,0,1
2005,2021/6/24,17,5,1
2005,2021/6/24,17,15,2
2005,2021/6/24,17,45,2
2005,2021/6/24,17,50,1
2005,2021/6/24,18,15,1
2005,2021/6/24,18,20,1
2005,2021/6/24,18,30,1
2005,2021/6/24,18,35,1
2005,2021/6/24,19,30,1
2005,2021/6/24,19,35,2
2005,2021/6/24,19,40,2
2005,2021/6/24,20,10,1
2005,2021/6/24,20,20,1
2005,2021/6/24,20,30,1
2005,2021/6/24,20,50,1
2005,2021/6/24,21,20,1
2005,2021/6/24,21,40,1
2005,2021/6/24,21,55,1
2005,2021/6/24,22,0,1
2005,2021/6/24,22,15,1
2005,2021/6/24,22,40,1
2005,2021/6/24,23,0,1
2005,2021/6/24,23,25,1
2005,2021/6/25,3,25,1
2005,2021/6/25,5,40,1
2005,2021/6/25,6,15,1
2005,2021/6/25,6,30,2
2005,2021/6/25,6,40,1
2005,2021/6/25,7,0,1
2005,2021/6/25,7,50,1
2005,2021/6/25,8,25,1
2005,2021/6/25,8,30,1
2005,2021/6/25,8,35,1
2005,2021/6/25,8,40,1
2005,2021/6/25,8,55,1
2005,2021/6/25,9,35,2
2005,2021/6/25,9,50,1
2005,2021/6/25,9,55,1
2005,2021/6/25,10,5,1
2005,2021/6/25,10,10,1
2005,2021/6/25,10,15,1
2005,2021/6/25,10,20,1
2005,2021/6/25,10,25,2
2005,2021/6/25,10,35,1
2005,2021/6/25,10,45,1
2005,2021/6/25,10,50,1
2005,2021/6/25,11,5,1
2005,2021/6/25,11,15,1
2005,2021/6/25,11,25,1
2005,2021/6/25,11,40,1
2005,2021/6/25,12,0,1
2005,2021/6/25,12,10,1
2005,2021/6/25,12,30,1
2005,2021/6/25,12,40,2
2005,2021/6/25,13,10,1
2005,2021/6/25,13,15,2
2005,2021/6/25,13,45,1
2005,2021/6/25,13,55,1
2005,2021/6/25,14,0,1
2005,2021/6/25,14,30,1
2005,2021/6/25,14,35,1
2005,2021/6/25,14,45,1
2005,2021/6/25,15,5,1
2005,2021/6/25,15,35,2
2005,2021/6/25,15,40,2
2005,2021/6/25,16,5,1
2005,2021/6/25,16,10,1
2005,2021/6/25,16,15,1
2005,2021/6/25,16,25,1
2005,2021/6/25,16,30,1
2005,2021/6/25,16,35,1
2005,2021/6/25,16,40,2
2005,2021/6/25,16,45,1
2005,2021/6/25,16,50,2
2005,2021/6/25,16,55,2
2005,2021/6/25,17,5,2
2005,2021/6/25,17,10,1
2005,2021/6/25,17,15,2
2005,2021/6/25,17,20,2
2005,2021/6/25,17,30,1
2005,2021/6/25,17,45,1
2005,2021/6/25,17,50,1
2005,2021/6/25,18,5,1
2005,2021/6/25,18,20,1
2005,2021/6/25,18,25,3
2005,2021/6/25,18,30,1
2005,2021/6/25,18,40,1
2005,2021/6/25,18,55,2
2005,2021/6/25,19,0,1
2005,2021/6/25,19,5,1
2005,2021/6/25,19,10,1
2005,2021/6/25,19,15,1
2005,2021/6/25,19,20,2
2005,2021/6/25,19,50,1
2005,2021/6/25,20,10,2
2005,2021/6/25,20,15,1
2005,2021/6/25,20,50,2
2005,2021/6/25,20,55,1
2005,2021/6/25,21,5,1
2005,2021/6/25,21,10,2
2005,2021/6/25,21,25,1
2005,2021/6/25,21,30,2
2005,2021/6/25,22,0,1
2005,2021/6/25,22,5,2
2005,2021/6/25,22,20,1
2005,2021/6/25,22,25,2
2005,2021/6/25,22,40,1
2005,2021/6/26,1,0,1
2005,2021/6/26,1,30,1
2005,2021/6/26,5,20,1
2005,2021/6/26,6,5,1
2005,2021/6/26,6,40,1
2005,2021/6/26,7,20,1
2005,2021/6/26,7,25,1
2005,2021/6/26,7,30,1
2005,2021/6/26,7,40,1
2005,2021/6/26,7,45,1
2005,2021/6/26,7,50,1
2005,2021/6/26,7,55,1
2005,2021/6/26,8,0,3
2005,2021/6/26,8,10,1
2005,2021/6/26,8,35,1
2005,2021/6/26,8,45,1
2005,2021/6/26,8,55,2
2005,2021/6/26,9,30,2
2005,2021/6/26,9,45,1
2005,2021/6/26,10,0,3
2005,2021/6/26,10,5,1
2005,2021/6/26,10,15,1
2005,2021/6/26,10,20,1
2005,2021/6/26,10,30,1
2005,2021/6/26,10,40,1
2005,2021/6/26,10,45,2
2005,2021/6/26,10,55,1
2005,2021/6/26,11,10,1
2005,2021/6/26,11,50,1
2005,2021/6/26,12,35,2
2005,2021/6/26,12,45,2
2005,2021/6/26,12,50,1
2005,2021/6/26,12,55,1
2005,2021/6/26,13,0,1
2005,2021/6/26,13,10,1
2005,2021/6/26,13,15,1
2005,2021/6/26,13,20,1
2005,2021/6/26,13,40,1
2005,2021/6/26,14,5,2
2005,2021/6/26,14,30,2
2005,2021/6/26,14,45,1
2005,2021/6/26,14,50,1
2005,2021/6/26,14,55,1
2005,2021/6/26,15,5,1
2005,2021/6/26,15,45,1
2005,2021/6/26,16,0,2
2005,2021/6/26,16,5,1
2005,2021/6/26,16,10,2
2005,2021/6/26,16,15,1
2005,2021/6/26,16,20,1
2005,2021/6/26,16,35,1
2005,2021/6/26,16,45,1
2005,2021/6/26,16,55,1
2005,2021/6/26,17,5,1
2005,2021/6/26,17,20,1
2005,2021/6/26,17,30,2
2005,2021/6/26,17,40,1
2005,2021/6/26,18,10,1
2005,2021/6/26,18,20,1
2005,2021/6/26,18,30,1
2005,2021/6/26,18,50,1
2005,2021/6/26,18,55,1
2005,2021/6/26,19,0,2
2005,2021/6/26,19,35,1
2005,2021/6/26,19,50,1
2005,2021/6/26,20,5,1
2005,2021/6/26,20,15,2
2005,2021/6/26,20,30,1
2005,2021/6/26,20,35,1
2005,2021/6/26,20,55,1
2005,2021/6/26,21,10,1
2005,2021/6/26,21,25,1
2005,2021/6/26,21,45,1
2005,2021/6/26,21,50,1
2005,2021/6/26,22,10,2
2005,2021/6/26,23,15,1
2005,2021/6/27,0,0,1
2005,2021/6/27,0,20,1
2005,2021/6/27,1,35,1
2005,2021/6/27,3,15,1
2005,2021/6/27,6,50,1
2005,2021/6/27,7,0,2
2005,2021/6/27,7,45,2
2005,2021/6/27,8,50,1
2005,2021/6/27,9,0,1
2005,2021/6/27,9,20,1
2005,2021/6/27,9,25,2
2005,2021/6/27,9,30,1
2005,2021/6/27,9,50,1
2005,2021/6/27,9,55,1
2005,2021/6/27,10,0,1
2005,2021/6/27,10,5,1
2005,2021/6/27,10,15,2
2005,2021/6/27,10,25,2
2005,2021/6/27,10,30,3
2005,2021/6/27,10,50,1
2005,2021/6/27,10,55,1
2005,2021/6/27,11,25,1
2005,2021/6/27,11,30,1
2005,2021/6/27,12,25,1
2005,2021/6/27,12,30,1
2005,2021/6/27,12,45,1
2005,2021/6/27,12,50,1
2005,2021/6/27,13,0,1
2005,2021/6/27,13,10,1
2005,2021/6/27,13,15,1
2005,2021/6/27,13,20,1
2005,2021/6/27,13,35,1
2005,2021/6/27,13,40,1
2005,2021/6/27,13,45,2
2005,2021/6/27,14,5,1
2005,2021/6/27,14,10,1
2005,2021/6/27,14,20,1
2005,2021/6/27,14,25,1
2005,2021/6/27,14,30,1
2005,2021/6/27,14,45,1
2005,2021/6/27,14,55,2
2005,2021/6/27,15,15,3
2005,2021/6/27,15,20,3
2005,2021/6/27,15,25,1
2005,2021/6/27,15,40,2
2005,2021/6/27,15,45,1
2005,2021/6/27,15,50,1
2005,2021/6/27,15,55,1
2005,2021/6/27,16,5,1
2005,2021/6/27,16,15,1
2005,2021/6/27,16,20,1
2005,2021/6/27,16,25,1
2005,2021/6/27,16,40,2
2005,2021/6/27,16,45,1
2005,2021/6/27,17,5,3
2005,2021/6/27,17,25,1
2005,2021/6/27,17,30,1
2005,2021/6/27,17,35,2
2005,2021/6/27,18,15,1
2005,2021/6/27,18,20,1
2005,2021/6/27,18,30,1
2005,2021/6/27,18,40,1
2005,2021/6/27,18,50,1
2005,2021/6/27,18,55,1
2005,2021/6/27,19,0,1
2005,2021/6/27,19,5,1
2005,2021/6/27,19,25,1
2005,2021/6/27,19,35,2
2005,2021/6/27,19,40,3
2005,2021/6/27,19,45,2
2005,2021/6/27,19,50,2
2005,2021/6/27,19,55,1
2005,2021/6/27,20,0,1
2005,2021/6/27,20,5,2
2005,2021/6/27,20,20,1
2005,2021/6/27,20,35,2
2005,2021/6/27,20,40,1
2005,2021/6/27,20,45,1
2005,2021/6/27,21,20,1
2005,2021/6/27,21,25,2
2005,2021/6/27,21,40,1
2005,2021/6/27,21,45,1
2005,2021/6/27,21,50,3
2005,2021/6/27,22,0,1
2005,2021/6/27,22,30,1
2005,2021/6/27,23,35,1
2005,2021/6/27,23,50,1
2005,2021/6/28,0,45,1
2005,2021/6/28,1,30,1
2005,2021/6/28,1,40,1
2005,2021/6/28,3,20,1
2005,2021/6/28,3,40,1
2005,2021/6/28,6,30,1
2005,2021/6/28,7,25,1
2005,2021/6/28,7,30,1
2005,2021/6/28,7,35,1
2005,2021/6/28,7,55,1
2005,2021/6/28,8,0,1
2005,2021/6/28,8,10,1
2005,2021/6/28,8,15,2
2005,2021/6/28,9,10,1
2005,2021/6/28,9,25,1
2005,2021/6/28,9,55,3
2005,2021/6/28,10,10,1
2005,2021/6/28,10,15,1
2005,2021/6/28,10,30,1
2005,2021/6/28,10,35,2
2005,2021/6/28,11,0,1
2005,2021/6/28,11,10,2
2005,2021/6/28,11,40,1
2005,2021/6/28,11,50,1
2005,2021/6/28,12,0,1
2005,2021/6/28,12,5,2
2005,2021/6/28,12,10,1
2005,2021/6/28,12,35,2
2005,2021/6/28,12,55,1
2005,2021/6/28,13,0,1
2005,2021/6/28,13,5,4
2005,2021/6/28,13,10,1
2005,2021/6/28,13,15,2
2005,2021/6/28,13,20,2
2005,2021/6/28,13,45,1
2005,2021/6/28,13,50,1
2005,2021/6/28,13,55,1
2005,2021/6/28,14,0,1
2005,2021/6/28,14,10,1
2005,2021/6/28,14,20,1
2005,2021/6/28,14,45,1
2005,2021/6/28,15,0,1
2005,2021/6/28,15,10,1
2005,2021/6/28,15,20,1
2005,2021/6/28,15,25,2
2005,2021/6/28,15,30,1
2005,2021/6/28,15,35,2
2005,2021/6/28,15,50,1
2005,2021/6/28,15,55,3
2005,2021/6/28,16,30,3
2005,2021/6/28,16,35,2
2005,2021/6/28,16,40,1
2005,2021/6/28,16,45,1
2005,2021/6/28,16,50,1
2005,2021/6/28,17,15,2
2005,2021/6/28,17,20,1
2005,2021/6/28,17,25,2
2005,2021/6/28,17,50,1
2005,2021/6/28,18,5,2
2005,2021/6/28,18,10,1
2005,2021/6/28,18,15,2
2005,2021/6/28,18,25,1
2005,2021/6/28,18,30,4
2005,2021/6/28,18,45,1
2005,2021/6/28,18,50,1
2005,2021/6/28,18,55,1
2005,2021/6/28,19,0,1
2005,2021/6/28,19,5,2
2005,2021/6/28,19,10,1
2005,2021/6/28,19,25,2
2005,2021/6/28,19,30,1
2005,2021/6/28,19,45,1
2005,2021/6/28,20,5,1
2005,2021/6/28,20,40,1
2005,2021/6/28,20,50,1
2005,2021/6/28,21,0,1
2005,2021/6/28,21,20,1
2005,2021/6/28,21,25,2
2005,2021/6/28,21,45,1
2005,2021/6/28,21,50,1
2005,2021/6/28,22,15,1
2005,2021/6/28,22,55,1
2005,2021/6/28,23,35,1
2005,2021/6/29,0,15,1
2005,2021/6/29,1,50,1
2005,2021/6/29,3,5,1
2005,2021/6/29,3,10,1
2005,2021/6/29,6,15,1
2005,2021/6/29,6,25,1
2005,2021/6/29,7,40,1
2005,2021/6/29,8,0,2
2005,2021/6/29,8,5,1
2005,2021/6/29,8,10,1
2005,2021/6/29,8,40,1
2005,2021/6/29,8,55,1
2005,2021/6/29,9,30,1
2005,2021/6/29,9,45,2
2005,2021/6/29,10,10,1
2005,2021/6/29,10,25,1
2005,2021/6/29,10,30,1
2005,2021/6/29,10,35,1
2005,2021/6/29,10,40,1
2005,2021/6/29,10,45,1
2005,2021/6/29,10,50,2
2005,2021/6/29,10,55,1
2005,2021/6/29,11,0,1
2005,2021/6/29,11,5,1
2005,2021/6/29,11,25,1
2005,2021/6/29,11,30,2
2005,2021/6/29,11,45,1
2005,2021/6/29,11,55,1
2005,2021/6/29,12,40,1
2005,2021/6/29,13,0,2
2005,2021/6/29,13,10,1
2005,2021/6/29,13,20,1
2005,2021/6/29,13,55,1
2005,2021/6/29,14,0,2
2005,2021/6/29,14,10,1
2005,2021/6/29,14,25,1
2005,2021/6/29,14,30,1
2005,2021/6/29,14,40,1
2005,2021/6/29,15,10,1
2005,2021/6/29,15,15,1
2005,2021/6/29,15,35,1
2005,2021/6/29,16,10,2
2005,2021/6/29,16,15,1
2005,2021/6/29,16,25,1
2005,2021/6/29,16,40,3
2005,2021/6/29,16,45,1
2005,2021/6/29,17,0,1
2005,2021/6/29,17,5,2
2005,2021/6/29,17,15,1
2005,2021/6/29,17,20,1
2005,2021/6/29,17,25,1
2005,2021/6/29,17,35,1
2005,2021/6/29,17,40,2
2005,2021/6/29,17,50,1
2005,2021/6/29,18,0,1
2005,2021/6/29,18,15,1
2005,2021/6/29,18,25,2
2005,2021/6/29,18,40,1
2005,2021/6/29,18,50,1
2005,2021/6/29,19,0,1
2005,2021/6/29,19,5,1
2005,2021/6/29,19,10,3
2005,2021/6/29,19,55,2
2005,2021/6/29,20,5,1
2005,2021/6/29,20,20,1
2005,2021/6/29,20,30,2
2005,2021/6/29,20,35,1
2005,2021/6/29,20,55,1
2005,2021/6/29,21,0,1
2005,2021/6/29,21,25,3
2005,2021/6/29,21,40,1
2005,2021/6/29,21,45,1
2005,2021/6/29,22,0,1
2005,2021/6/29,22,10,1
2005,2021/6/29,22,25,1
2005,2021/6/29,22,30,1
2005,2021/6/29,23,25,1
2005,2021/6/30,0,10,1
2005,2021/6/30,2,5,1
2005,2021/6/30,2,10,1
2005,2021/6/30,3,55,1
2005,2021/6/30,5,55,1
2005,2021/6/30,6,50,1
2005,2021/6/30,7,5,1
2005,2021/6/30,7,15,1
2005,2021/6/30,7,50,1
2005,2021/6/30,7,55,1
2005,2021/6/30,8,10,1
2005,2021/6/30,8,40,1
2005,2021/6/30,9,10,1
2005,2021/6/30,9,20,3
2005,2021/6/30,9,25,3
2005,2021/6/30,9,40,2
2005,2021/6/30,9,50,1
2005,2021/6/30,10,5,1
2005,2021/6/30,10,10,1
2005,2021/6/30,10,15,2
2005,2021/6/30,10,20,1
2005,2021/6/30,10,30,1
2005,2021/6/30,10,45,1
2005,2021/6/30,10,50,1
2005,2021/6/30,11,0,1
2005,2021/6/30,11,5,1
2005,2021/6/30,11,50,1
2005,2021/6/30,11,55,1
2005,2021/6/30,12,5,1
2005,2021/6/30,12,25,1
2005,2021/6/30,12,45,1
2005,2021/6/30,12,50,2
2005,2021/6/30,12,55,2
2005,2021/6/30,13,5,1
2005,2021/6/30,13,20,1
2005,2021/6/30,13,30,1
2005,2021/6/30,13,50,1
2005,2021/6/30,14,0,1
2005,2021/6/30,14,20,3
2005,2021/6/30,14,50,1
2005,2021/6/30,15,5,2
2005,2021/6/30,15,15,1
2005,2021/6/30,15,25,1
2005,2021/6/30,15,55,1
2005,2021/6/30,16,0,1
2005,2021/6/30,16,30,2
2005,2021/6/30,16,35,1
2005,2021/6/30,16,40,2
2005,2021/6/30,16,45,1
2005,2021/6/30,16,50,2
2005,2021/6/30,16,55,1
2005,2021/6/30,17,0,2
2005,2021/6/30,17,5,3
2005,2021/6/30,17,10,2
2005,2021/6/30,17,20,1
2005,2021/6/30,17,25,2
2005,2021/6/30,17,35,6
2005,2021/6/30,17,40,2
2005,2021/6/30,17,45,3
2005,2021/6/30,17,50,1
2005,2021/6/30,17,55,1
2005,2021/6/30,18,0,4
2005,2021/6/30,18,5,1
2005,2021/6/30,18,10,2
2005,2021/6/30,18,15,3
2005,2021/6/30,18,20,4
2005,2021/6/30,18,25,3
2005,2021/6/30,18,30,1
2005,2021/6/30,18,35,1
2005,2021/6/30,18,40,1
2005,2021/6/30,19,5,1
2005,2021/6/30,19,15,1
2005,2021/6/30,19,20,2
2005,2021/6/30,19,45,1
2005,2021/6/30,20,35,1
2005,2021/6/30,20,50,2
2005,2021/6/30,21,0,2
2005,2021/6/30,21,15,2
2005,2021/6/30,21,20,1
2005,2021/6/30,21,25,1
2005,2021/6/30,21,35,2
2005,2021/6/30,22,5,1
2005,2021/6/30,22,20,2
2005,2021/7/1,0,5,1
2005,2021/7/1,1,0,1
2005,2021/7/1,1,40,1
2005,2021/7/1,2,45,1
2005,2021/7/1,3,50,1
2005,2021/7/1,4,15,1
2005,2021/7/1,4,50,1
2005,2021/7/1,5,30,2
2005,2021/7/1,6,15,1
2005,2021/7/1,6,35,1
2005,2021/7/1,6,45,1
2005,2021/7/1,7,15,1
2005,2021/7/1,8,15,1
2005,2021/7/1,8,20,1
2005,2021/7/1,8,35,1
2005,2021/7/1,9,5,1
2005,2021/7/1,9,35,1
2005,2021/7/1,9,45,1
2005,2021/7/1,10,5,1
2005,2021/7/1,10,15,2
2005,2021/7/1,10,30,1
2005,2021/7/1,10,45,1
2005,2021/7/1,10,50,3
2005,2021/7/1,11,5,2
2005,2021/7/1,11,10,2
2005,2021/7/1,11,20,3
2005,2021/7/1,11,25,1
2005,2021/7/1,11,30,1
2005,2021/7/1,11,40,2
2005,2021/7/1,11,50,1
2005,2021/7/1,12,5,1
2005,2021/7/1,12,25,1
2005,2021/7/1,12,30,1
2005,2021/7/1,12,40,1
2005,2021/7/1,12,45,1
2005,2021/7/1,12,55,1
2005,2021/7/1,13,15,1
2005,2021/7/1,13,30,1
2005,2021/7/1,13,40,1
2005,2021/7/1,13,45,1
2005,2021/7/1,14,10,1
2005,2021/7/1,14,20,1
2005,2021/7/1,14,35,1
2005,2021/7/1,14,50,2
2005,2021/7/1,15,0,2
2005,2021/7/1,15,25,1
2005,2021/7/1,15,30,1
2005,2021/7/1,15,35,2
2005,2021/7/1,15,50,1
2005,2021/7/1,15,55,1
2005,2021/7/1,16,5,1
2005,2021/7/1,16,25,1
2005,2021/7/1,16,30,1
2005,2021/7/1,16,35,1
2005,2021/7/1,16,40,1
2005,2021/7/1,16,45,1
2005,2021/7/1,16,50,1
2005,2021/7/1,16,55,1
2005,2021/7/1,17,5,2
2005,2021/7/1,17,25,1
2005,2021/7/1,17,55,1
2005,2021/7/1,18,10,1
2005,2021/7/1,18,15,2
2005,2021/7/1,18,25,2
2005,2021/7/1,18,55,2
2005,2021/7/1,19,0,1
2005,2021/7/1,19,15,1
2005,2021/7/1,19,25,1
2005,2021/7/1,19,30,1
2005,2021/7/1,19,35,3
2005,2021/7/1,19,55,1
2005,2021/7/1,20,5,1
2005,2021/7/1,20,15,1
2005,2021/7/1,20,30,1
2005,2021/7/1,20,35,2
2005,2021/7/1,21,0,1
2005,2021/7/1,21,25,1
2005,2021/7/1,22,10,1
2005,2021/7/1,23,5,1
2005,2021/7/1,23,10,1
2005,2021/7/1,23,25,1
2005,2021/7/1,23,50,1
2005,2021/7/2,0,15,1
2005,2021/7/2,1,40,1
2005,2021/7/2,2,15,1
2005,2021/7/2,2,30,2
2005,2021/7/2,3,0,1
2005,2021/7/2,5,40,1
2005,2021/7/2,5,45,1
2005,2021/7/2,6,20,1
2005,2021/7/2,6,30,1
2005,2021/7/2,6,35,1
2005,2021/7/2,6,50,1
2005,2021/7/2,7,10,1
2005,2021/7/2,7,25,1
2005,2021/7/2,8,5,1
2005,2021/7/2,8,50,1
2005,2021/7/2,9,0,1
2005,2021/7/2,9,20,1
2005,2021/7/2,9,35,1
2005,2021/7/2,9,40,1
2005,2021/7/2,9,45,1
2005,2021/7/2,9,55,1
2005,2021/7/2,10,5,1
2005,2021/7/2,10,10,2
2005,2021/7/2,10,15,1
2005,2021/7/2,10,35,1
2005,2021/7/2,10,40,1
2005,2021/7/2,10,45,1
2005,2021/7/2,10,50,1
2005,2021/7/2,10,55,1
2005,2021/7/2,11,0,2
2005,2021/7/2,11,20,1
2005,2021/7/2,11,25,1
2005,2021/7/2,11,40,2
2005,2021/7/2,11,50,1
2005,2021/7/2,12,35,1
2005,2021/7/2,12,40,1
2005,2021/7/2,12,50,4
2005,2021/7/2,12,55,1
2005,2021/7/2,13,5,1
2005,2021/7/2,13,15,1
2005,2021/7/2,13,20,1
2005,2021/7/2,14,0,2
2005,2021/7/2,14,5,2
2005,2021/7/2,14,20,1
2005,2021/7/2,14,40,1
2005,2021/7/2,15,5,1
2005,2021/7/2,15,10,1
2005,2021/7/2,15,30,2
2005,2021/7/2,15,35,1
2005,2021/7/2,15,40,1
2005,2021/7/2,15,45,1
2005,2021/7/2,15,50,1
2005,2021/7/2,16,5,1
2005,2021/7/2,16,45,2
2005,2021/7/2,16,50,2
2005,2021/7/2,16,55,1
2005,2021/7/2,17,0,1
2005,2021/7/2,17,10,3
2005,2021/7/2,17,25,1
2005,2021/7/2,17,30,1
2005,2021/7/2,18,5,1
2005,2021/7/2,18,15,1
2005,2021/7/2,18,20,1
2005,2021/7/2,18,30,3
2005,2021/7/2,18,35,1
2005,2021/7/2,18,40,1
2005,2021/7/2,18,45,1
2005,2021/7/2,19,0,2
2005,2021/7/2,19,10,1
2005,2021/7/2,20,20,1
2005,2021/7/2,20,30,1
2005,2021/7/2,20,40,1
2005,2021/7/2,21,10,1
2005,2021/7/2,21,25,1
2005,2021/7/2,21,30,3
2005,2021/7/2,22,0,1
2005,2021/7/2,22,40,1
2005,2021/7/2,23,10,1
2005,2021/7/3,0,30,1
2005,2021/7/3,2,40,1
2005,2021/7/3,3,30,1
2005,2021/7/3,3,45,1
2005,2021/7/3,4,30,1
2005,2021/7/3,6,35,1
2005,2021/7/3,7,0,2
2005,2021/7/3,7,5,1
2005,2021/7/3,7,15,1
2005,2021/7/3,7,20,1
2005,2021/7/3,7,30,1
2005,2021/7/3,7,35,1
2005,2021/7/3,7,50,1
2005,2021/7/3,9,30,1
2005,2021/7/3,9,45,1
2005,2021/7/3,9,55,2
2005,2021/7/3,10,0,1
2005,2021/7/3,10,5,1
2005,2021/7/3,10,10,3
2005,2021/7/3,10,40,1
2005,2021/7/3,10,50,3
2005,2021/7/3,11,0,2
2005,2021/7/3,11,20,1
2005,2021/7/3,11,45,1
2005,2021/7/3,12,5,1
2005,2021/7/3,12,15,1
2005,2021/7/3,12,25,1
2005,2021/7/3,12,30,1
2005,2021/7/3,12,35,1
2005,2021/7/3,12,50,2
2005,2021/7/3,12,55,2
2005,2021/7/3,13,5,1
2005,2021/7/3,13,20,1
2005,2021/7/3,13,50,1
2005,2021/7/3,14,0,1
2005,2021/7/3,14,20,2
2005,2021/7/3,14,30,2
2005,2021/7/3,14,35,2
2005,2021/7/3,14,55,1
2005,2021/7/3,15,10,1
2005,2021/7/3,15,15,2
2005,2021/7/3,15,20,1
2005,2021/7/3,15,30,2
2005,2021/7/3,15,35,4
2005,2021/7/3,15,40,1
2005,2021/7/3,15,50,1
2005,2021/7/3,16,0,1
2005,2021/7/3,16,5,1
2005,2021/7/3,16,20,1
2005,2021/7/3,16,35,1
2005,2021/7/3,16,40,1
2005,2021/7/3,16,55,2
2005,2021/7/3,17,5,1
2005,2021/7/3,17,10,2
2005,2021/7/3,17,35,2
2005,2021/7/3,17,40,1
2005,2021/7/3,17,55,1
2005,2021/7/3,18,0,1
2005,2021/7/3,18,30,1
2005,2021/7/3,18,40,1
2005,2021/7/3,19,10,2
2005,2021/7/3,19,30,1
2005,2021/7/3,19,40,3
2005,2021/7/3,20,10,1
2005,2021/7/3,20,15,1
2005,2021/7/3,20,40,1
2005,2021/7/3,20,50,2
2005,2021/7/3,21,5,2
2005,2021/7/3,21,10,2
2005,2021/7/3,21,25,2
2005,2021/7/3,21,35,1
2005,2021/7/3,21,55,1
2005,2021/7/3,22,0,1
2005,2021/7/3,22,10,1
2005,2021/7/3,22,25,1
2005,2021/7/3,22,30,1
2005,2021/7/3,23,0,1
2005,2021/7/3,23,35,1
2005,2021/7/3,23,50,1
2005,2021/7/4,0,25,1
2005,2021/7/4,0,30,1
2005,2021/7/4,0,55,1
2005,2021/7/4,1,20,1
2005,2021/7/4,3,20,1
2005,2021/7/4,4,10,1
2005,2021/7/4,5,25,1
2005,2021/7/4,6,5,1
2005,2021/7/4,6,10,1
2005,2021/7/4,6,30,1
2005,2021/7/4,6,55,1
2005,2021/7/4,8,15,1
2005,2021/7/4,9,5,1
2005,2021/7/4,9,10,2
2005,2021/7/4,9,15,1
2005,2021/7/4,9,35,1
2005,2021/7/4,9,40,1
2005,2021/7/4,9,45,1
2005,2021/7/4,10,15,1
2005,2021/7/4,10,20,2
2005,2021/7/4,10,25,1
2005,2021/7/4,10,40,2
2005,2021/7/4,10,50,1
2005,2021/7/4,10,55,1
2005,2021/7/4,11,0,1
2005,2021/7/4,11,40,1
2005,2021/7/4,11,45,1
2005,2021/7/4,11,55,2
2005,2021/7/4,12,0,1
2005,2021/7/4,12,50,1
2005,2021/7/4,13,45,1
2005,2021/7/4,13,50,1
2005,2021/7/4,14,5,1
